Game ID,Home Team,Away Team,Player,iCF,SAT‑F,SAT‑A,CF%,CRel%,ZSO,ZSD,oZS%,HIT,BLK,Player ID
202410230WSH,WSH,PHI,Noah Cates,1.0,14,18,43.8,-11.3,1.0,5.0,16.7,4,1,
202410230WSH,WSH,PHI,Sean Couturier,5.0,16,11,59.3,9.9,11.0,5.0,68.8,2,0,
202410230WSH,WSH,PHI,Nicolas Deslauriers,2.0,14,2,87.5,41.8,0.0,0.0,,3,0,
202410230WSH,WSH,PHI,Jamie Drysdale,1.0,18,16,52.9,1.6,12.0,3.0,80.0,0,3,
202410230WSH,WSH,PHI,Joel Farabee,1.0,6,6,50.0,-2.0,1.0,4.0,20.0,3,0,
202410230WSH,WSH,PHI,Tyson Foerster,1.0,8,13,38.1,-17.0,3.0,9.0,25.0,2,0,
202410230WSH,WSH,PHI,Morgan Frost,9.0,24,13,64.9,19.7,10.0,2.0,83.3,2,0,
202410230WSH,WSH,PHI,Garnet Hathaway,4.0,16,11,59.3,9.9,3.0,6.0,33.3,2,0,
202410230WSH,WSH,PHI,Travis Konecny,6.0,22,19,53.7,3.0,13.0,2.0,86.7,3,0,
202410230WSH,WSH,PHI,Scott Laughton,4.0,16,16,50.0,-2.6,8.0,1.0,88.9,3,0,
202410230WSH,WSH,PHI,Matvei Michkov,6.0,22,18,55.0,5.0,12.0,5.0,70.6,1,0,
202410230WSH,WSH,PHI,Ryan Poehling,0.0,6,14,30.0,-26.7,0.0,9.0,0.0,3,3,
202410230WSH,WSH,PHI,Rasmus Ristolainen,2.0,11,18,37.9,-18.9,1.0,8.0,11.1,0,0,
202410230WSH,WSH,PHI,Travis Sanheim,6.0,28,18,60.9,15.6,6.0,9.0,40.0,2,2,
202410230WSH,WSH,PHI,Nick Seeler,2.0,12,12,50.0,-2.3,2.0,5.0,28.6,1,1,
202410230WSH,WSH,PHI,Owen Tippett,3.0,14,12,53.8,2.6,6.0,8.0,42.9,0,0,
202410230WSH,WSH,PHI,Cameron York,2.0,26,19,57.8,10.1,6.0,9.0,40.0,1,0,
202410230WSH,WSH,PHI,Yegor Zamula,2.0,12,21,36.4,-22.0,6.0,5.0,54.5,0,1,
202410230WSH,WSH,PHI,TOTAL,,57,52,52.3,,,,50.9,32,11,
202410230WSH,WSH,PHI,John Carlson,8.0,30,20,60.0,21.7,14.0,9.0,60.9,3,1,
202410230WSH,WSH,PHI,Jakob Chychrun,3.0,13,19,40.6,-10.7,7.0,5.0,58.3,0,1,
202410230WSH,WSH,PHI,Nic Dowd,3.0,11,11,50.0,2.3,2.0,11.0,15.4,1,0,
202410230WSH,WSH,PHI,Pierre-Luc Dubois,5.0,16,12,57.1,12.0,9.0,2.0,81.8,1,1,
202410230WSH,WSH,PHI,Brandon Duhaime,2.0,13,19,40.6,-10.7,2.0,10.0,16.7,1,0,
202410230WSH,WSH,PHI,Martin FehÃ©rvÃ¡ry,1.0,15,19,44.1,-5.9,3.0,12.0,20.0,2,1,
202410230WSH,WSH,PHI,Hendrix Lapierre,2.0,12,13,48.0,-0.2,5.0,2.0,71.4,1,1,
202410230WSH,WSH,PHI,Andrew Mangiapane,2.0,12,12,50.0,2.3,6.0,2.0,75.0,0,2,
202410230WSH,WSH,PHI,Dylan McIlrath,0.0,5,15,25.0,-28.3,1.0,4.0,20.0,3,0,
202410230WSH,WSH,PHI,Connor McMichael,3.0,10,17,37.0,-14.8,4.0,3.0,57.1,0,0,
202410230WSH,WSH,PHI,Alex Ovechkin,7.0,22,10,68.8,29.1,8.0,4.0,66.7,2,0,
202410230WSH,WSH,PHI,Aliaksei Protas,2.0,12,12,50.0,2.3,3.0,1.0,75.0,0,0,
202410230WSH,WSH,PHI,Taylor Raddysh,3.0,14,12,53.8,7.4,2.0,8.0,20.0,0,0,
202410230WSH,WSH,PHI,Rasmus Sandin,6.0,21,20,51.2,4.8,5.0,3.0,62.5,0,5,
202410230WSH,WSH,PHI,Dylan Strome,1.0,21,13,61.8,19.7,8.0,4.0,66.7,0,3,
202410230WSH,WSH,PHI,Trevor van Riemsdyk,3.0,12,20,37.5,-15.1,5.0,7.0,41.7,0,3,
202410230WSH,WSH,PHI,Jakub VrÃ¡na,2.0,11,15,42.3,-7.7,5.0,3.0,62.5,1,1,
202410230WSH,WSH,PHI,Tom Wilson,0.0,15,17,46.9,-1.8,10.0,4.0,71.4,1,1,
202410230WSH,WSH,PHI,TOTAL,,53,55,49.1,,,,51.1,16,20,
202410240BOS,BOS,DAL,Oskar Back,2.0,8,13,38.1,-13.5,4.0,1.0,80.0,4,0,
202410240BOS,BOS,DAL,Jamie Benn,0.0,13,15,46.4,-3.6,10.0,2.0,83.3,1,1,
202410240BOS,BOS,DAL,Colin Blackwell,0.0,8,13,38.1,-13.5,3.0,3.0,50.0,1,0,
202410240BOS,BOS,DAL,Evgenii Dadonov,3.0,11,11,50.0,1.1,3.0,2.0,60.0,1,0,
202410240BOS,BOS,DAL,Matt Duchene,2.0,13,12,52.0,3.7,7.0,5.0,58.3,1,0,
202410240BOS,BOS,DAL,Mathew Dumba,1.0,9,17,34.6,-18.9,6.0,9.0,40.0,2,0,
202410240BOS,BOS,DAL,Thomas Harley,6.0,24,21,53.3,7.0,9.0,6.0,60.0,1,2,
202410240BOS,BOS,DAL,Miro Heiskanen,2.0,18,20,47.4,-2.6,10.0,10.0,50.0,0,0,
202410240BOS,BOS,DAL,Roope Hintz,6.0,24,16,60.0,16.9,8.0,8.0,50.0,0,1,
202410240BOS,BOS,DAL,Wyatt Johnston,6.0,16,16,50.0,1.2,11.0,3.0,78.6,0,1,
202410240BOS,BOS,DAL,Esa Lindell,5.0,19,23,45.2,-6.2,4.0,7.0,36.4,1,1,
202410240BOS,BOS,DAL,Nils Lundkvist,5.0,15,13,53.6,6.0,5.0,1.0,83.3,1,0,
202410240BOS,BOS,DAL,Ilya Lyubushkin,3.0,17,20,45.9,-4.8,6.0,3.0,66.7,0,1,
202410240BOS,BOS,DAL,Mason Marchment,2.0,14,11,56.0,8.9,7.0,4.0,63.6,4,0,
202410240BOS,BOS,DAL,Jason Robertson,4.0,23,16,59.0,15.2,8.0,6.0,57.1,1,1,
202410240BOS,BOS,DAL,Tyler Seguin,2.0,14,16,46.7,-3.3,7.0,7.0,50.0,0,1,
202410240BOS,BOS,DAL,Logan Stankoven,4.0,15,10,60.0,14.0,2.0,5.0,28.6,0,0,
202410240BOS,BOS,DAL,Sam Steel,2.0,8,10,44.4,-5.6,3.0,2.0,60.0,0,0,
202410240BOS,BOS,DAL,TOTAL,,55,55,50.0,,,,57.1,18,9,
202410240BOS,BOS,DAL,John Beecher,1.0,8,12,40.0,-13.3,1.0,12.0,7.7,2,1,
202410240BOS,BOS,DAL,Justin Brazeau,3.0,16,5,76.2,31.1,4.0,5.0,44.4,1,0,
202410240BOS,BOS,DAL,Brandon Carlo,3.0,17,18,48.6,-3.3,3.0,8.0,27.3,0,2,
202410240BOS,BOS,DAL,Charlie Coyle,4.0,16,16,50.0,-1.2,5.0,7.0,41.7,2,1,
202410240BOS,BOS,DAL,Trent Frederic,1.0,13,9,59.1,10.2,5.0,3.0,62.5,4,0,
202410240BOS,BOS,DAL,Morgan Geekie,4.0,12,15,44.4,-8.5,5.0,3.0,62.5,1,2,
202410240BOS,BOS,DAL,Mark Kastelic,3.0,9,10,47.4,-4.2,1.0,9.0,10.0,5,0,
202410240BOS,BOS,DAL,Cole Koepke,2.0,8,12,40.0,-13.3,2.0,7.0,22.2,2,0,
202410240BOS,BOS,DAL,Elias Lindholm,3.0,23,16,59.0,12.4,9.0,5.0,64.3,1,1,
202410240BOS,BOS,DAL,Hampus Lindholm,3.0,17,19,47.2,-5.4,9.0,6.0,60.0,0,3,
202410240BOS,BOS,DAL,Brad Marchand,7.0,25,17,59.5,13.8,9.0,3.0,75.0,1,0,
202410240BOS,BOS,DAL,Charlie McAvoy,3.0,21,22,48.8,-3.4,10.0,3.0,76.9,2,0,
202410240BOS,BOS,DAL,David PastrÅÃ¡k,13.0,26,19,57.8,11.5,9.0,3.0,75.0,3,1,
202410240BOS,BOS,DAL,Andrew Peeke,3.0,14,11,56.0,6.6,1.0,9.0,10.0,0,0,
202410240BOS,BOS,DAL,Matthew Poitras,2.0,10,12,45.5,-6.7,4.0,2.0,66.7,0,0,
202410240BOS,BOS,DAL,Parker Wotherspoon,0.0,13,12,52.0,1.4,3.0,10.0,23.1,1,0,
202410240BOS,BOS,DAL,Pavel Zacha,1.0,19,19,50.0,-1.4,7.0,6.0,53.8,0,0,
202410240BOS,BOS,DAL,Nikita Zadorov,1.0,20,23,46.5,-7.1,5.0,8.0,38.5,4,3,
202410240BOS,BOS,DAL,TOTAL,,57,55,50.9,,,,44.8,29,14,
202410240TOR,TOR,STL,Philip Broberg,3.0,13,38,25.5,-13.5,5.0,10.0,33.3,2,2,
202410240TOR,TOR,STL,Pavel Buchnevich,4.0,16,15,51.6,23.8,6.0,7.0,46.2,0,0,
202410240TOR,TOR,STL,Radek Faksa,1.0,1,23,4.2,-36.2,1.0,2.0,33.3,2,1,
202410240TOR,TOR,STL,Justin Faulk,2.0,16,35,31.4,-3.7,6.0,10.0,37.5,2,5,
202410240TOR,TOR,STL,Dylan Holloway,5.0,15,27,35.7,3.1,5.0,6.0,45.5,1,1,
202410240TOR,TOR,STL,Mathieu Joseph,1.0,9,18,33.3,-0.4,3.0,5.0,37.5,3,1,
202410240TOR,TOR,STL,Pierre-Olivier Joseph,1.0,5,11,31.2,-2.7,2.0,4.0,33.3,1,0,
202410240TOR,TOR,STL,Kasperi Kapanen,2.0,9,9,50.0,19.1,3.0,4.0,42.9,0,1,
202410240TOR,TOR,STL,Jordan Kyrou,4.0,14,16,46.7,17.1,6.0,5.0,54.5,1,1,
202410240TOR,TOR,STL,Jake Neighbours,3.0,16,29,35.6,3.1,4.0,9.0,30.8,5,2,
202410240TOR,TOR,STL,Colton Parayko,2.0,19,41,31.7,-3.6,5.0,16.0,23.8,3,7,
202410240TOR,TOR,STL,Scott Perunovich,0.0,10,8,55.6,25.6,4.0,2.0,66.7,0,0,
202410240TOR,TOR,STL,Brandon Saad,2.0,15,21,41.7,11.3,5.0,9.0,35.7,0,0,
202410240TOR,TOR,STL,Brayden Schenn,5.0,15,21,41.7,11.3,4.0,15.0,21.1,0,0,
202410240TOR,TOR,STL,Oskar Sundqvist,0.0,5,14,26.3,-8.6,3.0,8.0,27.3,1,0,
202410240TOR,TOR,STL,Ryan Suter,2.0,18,37,32.7,-1.5,5.0,14.0,26.3,0,0,
202410240TOR,TOR,STL,Alexandre Texier,5.0,15,20,42.9,12.8,7.0,5.0,58.3,0,0,
202410240TOR,TOR,STL,Alexey Toropchenko,1.0,3,22,12.0,-26.8,1.0,2.0,33.3,3,2,
202410240TOR,TOR,STL,TOTAL,,43,84,33.9,,,,35.9,24,23,
202410240TOR,TOR,STL,Simon Benoit,3.0,18,14,56.2,-13.6,2.0,7.0,22.2,3,2,
202410240TOR,TOR,STL,Max Domi,5.0,23,6,79.3,16.7,5.0,2.0,71.4,0,0,
202410240TOR,TOR,STL,Oliver Ekman-Larsson,5.0,36,13,73.5,11.5,15.0,1.0,93.8,1,0,
202410240TOR,TOR,STL,Pontus Holmberg,2.0,11,9,55.0,-13.5,1.0,2.0,33.3,0,0,
202410240TOR,TOR,STL,David KÃ¤mpf,2.0,10,11,47.6,-22.5,1.0,3.0,25.0,2,0,
202410240TOR,TOR,STL,Matthew Knies,1.0,22,12,64.7,-2.3,8.0,5.0,61.5,1,0,
202410240TOR,TOR,STL,Steven Lorentz,2.0,17,7,70.8,5.4,3.0,3.0,50.0,3,0,
202410240TOR,TOR,STL,Mitch Marner,5.0,27,17,61.4,-7.6,15.0,7.0,68.2,0,0,
202410240TOR,TOR,STL,Auston Matthews,10.0,31,19,62.0,-7.2,15.0,8.0,65.2,1,0,
202410240TOR,TOR,STL,Jake McCabe,6.0,22,16,57.9,-12.1,9.0,5.0,64.3,4,0,
202410240TOR,TOR,STL,Bobby McMann,4.0,16,7,69.6,3.9,5.0,2.0,71.4,2,0,
202410240TOR,TOR,STL,William Nylander,8.0,37,11,77.1,17.1,16.0,3.0,84.2,1,0,
202410240TOR,TOR,STL,Ryan Reaves,2.0,11,6,64.7,-2.0,1.0,1.0,50.0,2,0,
202410240TOR,TOR,STL,Morgan Rielly,8.0,34,14,70.8,7.1,13.0,3.0,81.3,0,2,
202410240TOR,TOR,STL,Nicholas Robertson,7.0,31,9,77.5,16.1,7.0,3.0,70.0,0,0,
202410240TOR,TOR,STL,Chris Tanev,4.0,25,15,62.5,-5.7,7.0,9.0,43.8,0,3,
202410240TOR,TOR,STL,John Tavares,8.0,37,9,80.4,21.9,13.0,3.0,81.3,0,1,
202410240TOR,TOR,STL,Conor Timmins,3.0,18,14,56.2,-13.6,5.0,5.0,50.0,1,0,
202410240TOR,TOR,STL,TOTAL,,85,43,66.4,,,,65.9,21,8,
202410240DET,DET,NJD,Nathan Bastian,0.0,11,12,47.8,-18.6,0.0,3.0,0.0,2,1,
202410240DET,DET,NJD,Jesper Bratt,7.0,36,12,75.0,18.9,10.0,1.0,90.9,2,2,
202410240DET,DET,NJD,Paul Cotter,4.0,18,9,66.7,4.6,4.0,4.0,50.0,5,0,
202410240DET,DET,NJD,Brenden Dillon,2.0,26,15,63.4,0.5,4.0,6.0,40.0,3,0,
202410240DET,DET,NJD,Dougie Hamilton,14.0,46,15,75.4,23.2,14.0,2.0,87.5,1,2,
202410240DET,DET,NJD,Erik Haula,2.0,12,9,57.1,-7.1,5.0,4.0,55.6,3,1,
202410240DET,DET,NJD,Nico Hischier,13.0,31,16,66.0,4.6,13.0,9.0,59.1,0,0,
202410240DET,DET,NJD,Jack Hughes,16.0,50,13,79.4,31.6,10.0,1.0,90.9,0,0,
202410240DET,DET,NJD,Luke Hughes,0.0,16,16,50.0,-17.3,5.0,4.0,55.6,0,1,
202410240DET,DET,NJD,Johnathan Kovacevic,4.0,22,13,62.9,-0.3,2.0,5.0,28.6,1,1,
202410240DET,DET,NJD,Curtis Lazar,2.0,9,10,47.4,-18.4,0.0,2.0,0.0,5,2,
202410240DET,DET,NJD,Timo Meier,4.0,24,13,64.9,2.5,7.0,6.0,53.8,3,0,
202410240DET,DET,NJD,Dawson Mercer,1.0,19,16,54.3,-12.0,7.0,9.0,43.8,0,1,
202410240DET,DET,NJD,Stefan Noesen,2.0,24,9,72.7,12.9,10.0,3.0,76.9,5,0,
202410240DET,DET,NJD,OndÅej PalÃ¡t,3.0,20,10,66.7,4.7,3.0,1.0,75.0,1,1,
202410240DET,DET,NJD,Brett Pesce,4.0,15,18,45.5,-23.6,4.0,9.0,30.8,1,0,
202410240DET,DET,NJD,Jonas Siegenthaler,3.0,23,18,56.1,-10.2,6.0,6.0,50.0,4,2,
202410240DET,DET,NJD,TomÃ¡Å¡ Tatar,1.0,13,7,65.0,2.3,1.0,1.0,50.0,1,0,
202410240DET,DET,NJD,TOTAL,,82,47,63.6,,,,57.8,37,14,
202410240DET,DET,NJD,Jonatan Berggren,3.0,10,17,37.0,0.1,2.0,1.0,66.7,0,0,
202410240DET,DET,NJD,Ben Chiarot,3.0,7,27,20.6,-22.1,5.0,6.0,45.5,1,3,
202410240DET,DET,NJD,Andrew Copp,3.0,10,15,40.0,3.8,5.0,7.0,41.7,1,1,
202410240DET,DET,NJD,Alex DeBrincat,9.0,24,12,66.7,41.2,8.0,5.0,61.5,0,0,
202410240DET,DET,NJD,Simon Edvinsson,1.0,8,38,17.4,-30.2,2.0,7.0,22.2,1,4,
202410240DET,DET,NJD,Christian Fischer,1.0,9,12,42.9,7.1,3.0,5.0,37.5,4,0,
202410240DET,DET,NJD,Erik Gustafsson,2.0,14,9,60.9,29.1,6.0,3.0,66.7,1,0,
202410240DET,DET,NJD,Justin Holl,2.0,14,12,53.8,21.1,4.0,6.0,40.0,2,0,
202410240DET,DET,NJD,Patrick Kane,4.0,19,30,38.8,3.0,7.0,3.0,70.0,1,0,
202410240DET,DET,NJD,Marco Kasper,1.0,5,36,12.2,-36.1,2.0,4.0,33.3,2,3,
202410240DET,DET,NJD,Dylan Larkin,8.0,30,22,57.7,34.6,8.0,9.0,47.1,1,0,
202410240DET,DET,NJD,Olli MÃ¤Ã¤ttÃ¤,1.0,21,11,65.6,38.0,5.0,5.0,50.0,0,0,
202410240DET,DET,NJD,Jeff Petry,2.0,9,21,30.0,-9.0,5.0,8.0,38.5,0,2,
202410240DET,DET,NJD,Michael Rasmussen,1.0,10,18,35.7,-1.6,3.0,8.0,27.3,2,0,
202410240DET,DET,NJD,Lucas Raymond,1.0,24,20,54.5,26.6,7.0,8.0,46.7,1,0,
202410240DET,DET,NJD,Moritz Seider,2.0,13,45,22.4,-26.2,2.0,7.0,22.2,7,3,
202410240DET,DET,NJD,Vladimir Tarasenko,2.0,7,29,19.4,-24.2,4.0,2.0,66.7,0,0,
202410240DET,DET,NJD,Joe Veleno,2.0,6,20,23.1,-17.3,2.0,3.0,40.0,0,0,
202410240DET,DET,NJD,TOTAL,,48,74,39.3,,,,44.9,24,16,
202410240TBL,TBL,MIN,Zach Bogosian,5.0,21,15,58.3,19.8,5.0,5.0,50.0,2,2,
202410240TBL,TBL,MIN,Matt Boldy,7.0,22,13,62.9,26.5,7.0,8.0,46.7,0,2,
202410240TBL,TBL,MIN,Jonas Brodin,3.0,20,16,55.6,15.6,7.0,6.0,53.8,0,0,
202410240TBL,TBL,MIN,Declan Chisholm,1.0,5,16,23.8,-27.4,2.0,3.0,40.0,2,1,
202410240TBL,TBL,MIN,Joel Eriksson Ek,4.0,20,15,57.1,17.7,7.0,9.0,43.8,2,0,
202410240TBL,TBL,MIN,Brock Faber,1.0,20,23,46.5,1.7,9.0,6.0,60.0,1,1,
202410240TBL,TBL,MIN,Marcus Foligno,1.0,7,10,41.2,-5.2,1.0,1.0,50.0,7,0,
202410240TBL,TBL,MIN,FrÃ©dÃ©rick Gaudreau,0.0,8,14,36.4,-11.7,2.0,1.0,66.7,1,1,
202410240TBL,TBL,MIN,Marcus Johansson,2.0,17,17,50.0,6.7,5.0,8.0,38.5,0,1,
202410240TBL,TBL,MIN,Kirill Kaprizov,7.0,25,13,65.8,32.5,11.0,1.0,91.7,0,0,
202410240TBL,TBL,MIN,Marat Khusnutdinov,0.0,1,16,5.9,-47.7,0.0,3.0,0.0,1,2,
202410240TBL,TBL,MIN,Jakub Lauko,0.0,1,15,6.2,-46.7,0.0,3.0,0.0,4,2,
202410240TBL,TBL,MIN,Jonathon Merrill,0.0,6,12,33.3,-14.9,2.0,3.0,40.0,0,0,
202410240TBL,TBL,MIN,Jacob Middleton,2.0,12,24,33.3,-19.0,4.0,5.0,44.4,3,4,
202410240TBL,TBL,MIN,Liam Ohgren,1.0,3,13,18.8,-31.8,1.0,3.0,25.0,2,0,
202410240TBL,TBL,MIN,Marco Rossi,3.0,14,10,58.3,16.7,9.0,1.0,90.0,1,1,
202410240TBL,TBL,MIN,Yakov Trenin,3.0,6,16,27.3,-23.3,1.0,2.0,33.3,3,1,
202410240TBL,TBL,MIN,Mats Zuccarello,6.0,20,11,64.5,27.4,11.0,0.0,100.0,0,1,
202410240TBL,TBL,MIN,TOTAL,,46,53,46.5,,,,55.2,29,19,
202410240TBL,TBL,MIN,Cam Atkinson,2.0,8,2,80.0,28.4,1.0,1.0,50.0,0,0,
202410240TBL,TBL,MIN,Erik ÄernÃ¡k,3.0,13,21,38.2,-24.5,3.0,9.0,25.0,2,1,
202410240TBL,TBL,MIN,Mitchell Chaffee,0.0,15,5,75.0,25.6,2.0,3.0,40.0,2,1,
202410240TBL,TBL,MIN,Anthony Cirelli,2.0,15,22,40.5,-22.0,5.0,7.0,41.7,0,0,
202410240TBL,TBL,MIN,Michael Eyssimont,3.0,12,4,75.0,24.4,1.0,3.0,25.0,1,2,
202410240TBL,TBL,MIN,Conor Geekie,6.0,11,10,52.4,-2.6,8.0,3.0,72.7,1,0,
202410240TBL,TBL,MIN,Zemgus Girgensons,3.0,11,5,68.8,17.0,1.0,1.0,50.0,2,0,
202410240TBL,TBL,MIN,Luke Glendening,3.0,8,3,72.7,20.5,1.0,2.0,33.3,1,0,
202410240TBL,TBL,MIN,Jake Guentzel,1.0,16,16,50.0,-6.5,7.0,4.0,63.6,0,2,
202410240TBL,TBL,MIN,Brandon Hagel,4.0,16,25,39.0,-26.0,6.0,7.0,46.2,0,0,
202410240TBL,TBL,MIN,Victor Hedman,10.0,20,17,54.1,-0.6,7.0,5.0,58.3,0,4,
202410240TBL,TBL,MIN,Nikita Kucherov,3.0,18,17,51.4,-4.7,4.0,4.0,50.0,1,0,
202410240TBL,TBL,MIN,Emil Martinsen Lilleberg,3.0,18,9,66.7,16.7,4.0,3.0,57.1,1,1,
202410240TBL,TBL,MIN,Ryan McDonagh,2.0,13,23,36.1,-28.5,3.0,11.0,21.4,1,2,
202410240TBL,TBL,MIN,J.J. Moser,5.0,24,14,63.2,14.0,5.0,5.0,50.0,0,0,
202410240TBL,TBL,MIN,Nick Paul,3.0,16,10,61.5,9.5,1.0,6.0,14.3,0,0,
202410240TBL,TBL,MIN,Nicklaus Perbix,1.0,18,3,85.7,39.5,4.0,1.0,80.0,1,1,
202410240TBL,TBL,MIN,Brayden Point,1.0,16,19,45.7,-13.4,7.0,4.0,63.6,1,2,
202410240TBL,TBL,MIN,TOTAL,,55,45,55.0,,,,46.7,14,16,
202410240NYR,NYR,FLA,Uvis Balinskis,4.0,10,9,52.6,-0.1,4.0,3.0,57.1,2,2,
202410240NYR,NYR,FLA,Sam Bennett,5.0,16,12,57.1,5.9,4.0,3.0,57.1,1,1,
202410240NYR,NYR,FLA,Adam Boqvist,1.0,12,10,54.5,2.2,2.0,2.0,50.0,0,1,
202410240NYR,NYR,FLA,Jesper Boqvist,6.0,17,15,53.1,0.5,1.0,3.0,25.0,4,0,
202410240NYR,NYR,FLA,Aaron Ekblad,3.0,21,23,47.7,-8.4,7.0,14.0,33.3,3,3,
202410240NYR,NYR,FLA,Gustav Forsling,3.0,26,24,52.0,-1.3,5.0,11.0,31.3,2,1,
202410240NYR,NYR,FLA,Patrick Giles,0.0,7,10,41.2,-13.6,2.0,3.0,40.0,2,1,
202410240NYR,NYR,FLA,A.J. Greer,4.0,14,8,63.6,13.6,2.0,4.0,33.3,4,0,
202410240NYR,NYR,FLA,Dmitry Kulikov,2.0,20,19,51.3,-2.2,4.0,6.0,40.0,2,1,
202410240NYR,NYR,FLA,Anton Lundell,3.0,18,17,51.4,-1.9,6.0,11.0,35.3,0,0,
202410240NYR,NYR,FLA,Eetu Luostarinen,3.0,13,17,43.3,-12.9,6.0,11.0,35.3,5,0,
202410240NYR,NYR,FLA,Niko Mikkola,0.0,16,17,48.5,-6.0,4.0,4.0,50.0,0,1,
202410240NYR,NYR,FLA,Sam Reinhart,4.0,14,11,56.0,4.2,6.0,4.0,60.0,1,2,
202410240NYR,NYR,FLA,Evan Rodrigues,1.0,18,13,58.1,7.5,3.0,4.0,42.9,3,0,
202410240NYR,NYR,FLA,Mackie Samoskevich,1.0,7,11,38.9,-16.5,1.0,3.0,25.0,0,0,
202410240NYR,NYR,FLA,Nate Schmidt,2.0,14,9,60.9,10.3,0.0,2.0,0.0,1,0,
202410240NYR,NYR,FLA,Matthew Tkachuk,6.0,21,13,61.8,13.1,4.0,2.0,66.7,2,0,
202410240NYR,NYR,FLA,Carter Verhaeghe,10.0,22,13,62.9,14.9,4.0,3.0,57.1,0,0,
202410240NYR,NYR,FLA,TOTAL,,58,51,53.2,,,,40.8,32,13,
202410240NYR,NYR,FLA,Jonny Brodzinski,3.0,5,9,35.7,-13.3,0.0,3.0,0.0,0,0,
202410240NYR,NYR,FLA,Sam Carrick,0.0,3,9,25.0,-25.0,1.0,5.0,16.7,5,0,
202410240NYR,NYR,FLA,Filip Chytil,4.0,10,19,34.5,-17.4,3.0,4.0,42.9,0,0,
202410240NYR,NYR,FLA,William Cuylle,0.0,10,16,38.5,-11.5,6.0,4.0,60.0,3,0,
202410240NYR,NYR,FLA,Adam Edstrom,0.0,3,8,27.3,-22.2,0.0,3.0,0.0,1,1,
202410240NYR,NYR,FLA,Adam Fox,4.0,32,19,62.7,28.8,15.0,2.0,88.2,2,1,
202410240NYR,NYR,FLA,Kaapo Kakko,2.0,8,19,29.6,-23.4,3.0,3.0,50.0,1,0,
202410240NYR,NYR,FLA,Chris Kreider,5.0,21,14,60.0,18.7,10.0,3.0,76.9,2,0,
202410240NYR,NYR,FLA,Alexis LafreniÃ¨re,6.0,25,12,67.6,30.6,10.0,1.0,90.9,3,0,
202410240NYR,NYR,FLA,Ryan Lindgren,3.0,5,22,18.5,-38.1,3.0,10.0,23.1,1,3,
202410240NYR,NYR,FLA,Vittorio Mancini,2.0,6,23,20.7,-36.1,2.0,6.0,25.0,0,4,
202410240NYR,NYR,FLA,K'Andre Miller,6.0,28,21,57.1,17.8,8.0,6.0,57.1,2,1,
202410240NYR,NYR,FLA,Artemi Panarin,9.0,32,19,62.7,28.8,11.0,2.0,84.6,0,0,
202410240NYR,NYR,FLA,Braden Schneider,4.0,10,17,37.0,-13.6,1.0,1.0,50.0,0,0,
202410240NYR,NYR,FLA,Reilly Smith,0.0,9,16,36.0,-14.6,3.0,2.0,60.0,1,1,
202410240NYR,NYR,FLA,Vincent Trocheck,2.0,30,16,65.2,30.8,14.0,2.0,87.5,6,1,
202410240NYR,NYR,FLA,Jacob Trouba,2.0,10,11,47.6,0.4,2.0,1.0,66.7,2,1,
202410240NYR,NYR,FLA,Mika Zibanejad,0.0,19,17,52.8,8.2,10.0,3.0,76.9,0,0,
202410240NYR,NYR,FLA,TOTAL,,52,57,47.7,,,,61.7,29,13,
202410240CGY,CGY,CAR,Sebastian Aho,5.0,34,22,60.7,4.7,11.0,9.0,55.0,0,1,
202410240CGY,CGY,CAR,Jackson Blake,2.0,12,7,63.2,6.2,5.0,1.0,83.3,0,0,
202410240CGY,CGY,CAR,Brent Burns,4.0,27,19,58.7,1.3,10.0,11.0,47.6,0,1,
202410240CGY,CGY,CAR,William Carrier,3.0,13,6,68.4,12.2,5.0,1.0,83.3,5,0,
202410240CGY,CGY,CAR,Jalen Chatfield,6.0,23,21,52.3,-8.1,7.0,7.0,50.0,2,2,
202410240CGY,CGY,CAR,Jack Drury,3.0,14,6,70.0,14.2,5.0,1.0,83.3,1,0,
202410240CGY,CGY,CAR,Shayne Gostisbehere,9.0,31,15,67.4,14.2,9.0,9.0,50.0,0,1,
202410240CGY,CGY,CAR,Seth Jarvis,8.0,23,22,51.1,-10.0,5.0,10.0,33.3,1,1,
202410240CGY,CGY,CAR,Jesperi Kotkaniemi,4.0,19,13,59.4,2.0,8.0,6.0,57.1,0,1,
202410240CGY,CGY,CAR,Jordan Martinook,0.0,16,19,45.7,-16.2,2.0,11.0,15.4,2,2,
202410240CGY,CGY,CAR,Martin NeÄas,8.0,29,15,65.9,11.7,12.0,5.0,70.6,0,0,
202410240CGY,CGY,CAR,Dmitry Orlov,4.0,22,22,50.0,-11.5,7.0,8.0,46.7,2,1,
202410240CGY,CGY,CAR,Eric Robinson,5.0,15,15,50.0,-10.0,8.0,6.0,57.1,2,0,
202410240CGY,CGY,CAR,Jack Roslovic,6.0,22,12,64.7,9.0,6.0,7.0,46.2,0,1,
202410240CGY,CGY,CAR,Jaccob Slavin,3.0,28,19,59.6,2.6,10.0,10.0,50.0,0,0,
202410240CGY,CGY,CAR,Jordan Staal,3.0,13,17,43.3,-18.5,2.0,11.0,15.4,1,1,
202410240CGY,CGY,CAR,Andrei Svechnikov,7.0,38,15,71.7,22.3,11.0,8.0,57.9,1,1,
