PlayerID,Stat,Line,2024-25,L5,L10,L20,L30,2023-24,All
leddyni01,HIT,5.5,0/4,0/5,0/10,0/20,0/30,0/82,0/164
leean01,G,0.5,3/8,2/5,3/10,6/20,8/30,18/81,43/171
leean01,A,0.5,0/8,0/5,1/10,3/20,8/30,15/81,34/171
leean01,A,1.5,0/8,0/5,1/10,1/20,1/30,2/81,4/171
leean01,PTS,0.5,3/8,2/5,4/10,8/20,13/30,29/81,70/171
leean01,PTS,1.5,0/8,0/5,1/10,2/20,4/30,7/81,17/171
leean01,PTS,2.5,0/8,0/5,0/10,0/20,0/30,1/81,3/171
leean01,SOG,1.5,8/8,5/5,9/10,17/20,23/30,56/81,122/171
leean01,SOG,2.5,7/8,5/5,7/10,12/20,15/30,31/81,78/171
leean01,SOG,3.5,4/8,3/5,4/10,6/20,6/30,15/81,42/171
leean01,SOG,4.5,3/8,2/5,3/10,5/20,5/30,8/81,20/171
leean01,SOG,5.5,2/8,1/5,2/10,2/20,2/30,2/81,11/171
leean01,BLK,0.5,3/8,2/5,4/10,9/20,12/30,38/81,83/171
leean01,BLK,1.5,0/8,0/5,1/10,4/20,4/30,11/81,21/171
leean01,BLK,2.5,0/8,0/5,0/10,1/20,1/30,4/81,8/171
leean01,BLK,3.5,0/8,0/5,0/10,0/20,0/30,1/81,2/171
leean01,BLK,4.5,0/8,0/5,0/10,0/20,0/30,0/81,0/171
leean01,HIT,0.5,5/8,3/5,5/10,14/20,22/30,69/81,138/171
leean01,HIT,1.5,3/8,1/5,3/10,11/20,15/30,52/81,91/171
leean01,HIT,2.5,2/8,1/5,2/10,7/20,10/30,31/81,49/171
leean01,HIT,3.5,1/8,1/5,1/10,3/20,5/30,14/81,22/171
leean01,HIT,4.5,1/8,1/5,1/10,2/20,4/30,7/81,10/171
leean01,HIT,5.5,1/8,1/5,1/10,2/20,2/30,2/81,3/171
leean02,G,0.5,0/9,0/5,0/9,0/9,0/9,0/0,0/9
leean02,A,0.5,1/9,0/5,1/9,1/9,1/9,0/0,1/9
leean02,A,1.5,0/9,0/5,0/9,0/9,0/9,0/0,0/9
leean02,PTS,0.5,1/9,0/5,1/9,1/9,1/9,0/0,1/9
leean02,PTS,1.5,0/9,0/5,0/9,0/9,0/9,0/0,0/9
leean02,PTS,2.5,0/9,0/5,0/9,0/9,0/9,0/0,0/9
leean02,SOG,1.5,3/9,1/5,3/9,3/9,3/9,0/0,3/9
leean02,SOG,2.5,1/9,0/5,1/9,1/9,1/9,0/0,1/9
leean02,SOG,3.5,0/9,0/5,0/9,0/9,0/9,0/0,0/9
leean02,SOG,4.5,0/9,0/5,0/9,0/9,0/9,0/0,0/9
leean02,SOG,5.5,0/9,0/5,0/9,0/9,0/9,0/0,0/9
leean02,BLK,0.5,4/9,3/5,4/9,4/9,4/9,0/0,4/9
leean02,BLK,1.5,2/9,2/5,2/9,2/9,2/9,0/0,2/9
leean02,BLK,2.5,0/9,0/5,0/9,0/9,0/9,0/0,0/9
leean02,BLK,3.5,0/9,0/5,0/9,0/9,0/9,0/0,0/9
leean02,BLK,4.5,0/9,0/5,0/9,0/9,0/9,0/0,0/9
leean02,HIT,0.5,8/9,4/5,8/9,8/9,8/9,0/0,8/9
leean02,HIT,1.5,7/9,3/5,7/9,7/9,7/9,0/0,7/9
leean02,HIT,2.5,3/9,2/5,3/9,3/9,3/9,0/0,3/9
leean02,HIT,3.5,0/9,0/5,0/9,0/9,0/9,0/0,0/9
leean02,HIT,4.5,0/9,0/5,0/9,0/9,0/9,0/0,0/9
leean02,HIT,5.5,0/9,0/5,0/9,0/9,0/9,0/0,0/9
letankr01,G,0.5,2/10,0/5,2/10,4/20,4/30,9/82,21/156
letankr01,A,0.5,1/10,0/5,1/10,6/20,10/30,30/82,54/156
letankr01,A,1.5,0/10,0/5,0/10,2/20,2/30,6/82,12/156
letankr01,PTS,0.5,3/10,0/5,3/10,10/20,14/30,37/82,68/156
letankr01,PTS,1.5,0/10,0/5,0/10,2/20,2/30,8/82,18/156
letankr01,PTS,2.5,0/10,0/5,0/10,0/20,0/30,3/82,5/156
letankr01,SOG,1.5,7/10,4/5,7/10,11/20,17/30,48/82,97/156
letankr01,SOG,2.5,4/10,4/5,4/10,6/20,8/30,27/82,63/156
letankr01,SOG,3.5,1/10,1/5,1/10,3/20,4/30,12/82,30/156
letankr01,SOG,4.5,0/10,0/5,0/10,0/20,0/30,4/82,13/156
letankr01,SOG,5.5,0/10,0/5,0/10,0/20,0/30,0/82,2/156
letankr01,BLK,0.5,7/10,4/5,7/10,16/20,24/30,71/82,133/156
letankr01,BLK,1.5,0/10,0/5,0/10,7/20,11/30,39/82,74/156
letankr01,BLK,2.5,0/10,0/5,0/10,3/20,4/30,18/82,32/156
letankr01,BLK,3.5,0/10,0/5,0/10,1/20,1/30,6/82,9/156
letankr01,BLK,4.5,0/10,0/5,0/10,1/20,1/30,1/82,2/156
letankr01,HIT,0.5,9/10,4/5,9/10,19/20,27/30,63/82,130/156
letankr01,HIT,1.5,6/10,3/5,6/10,9/20,14/30,37/82,86/156
letankr01,HIT,2.5,2/10,1/5,2/10,3/20,6/30,19/82,44/156
letankr01,HIT,3.5,0/10,0/5,0/10,0/20,0/30,8/82,25/156
letankr01,HIT,4.5,0/10,0/5,0/10,0/20,0/30,4/82,14/156
letankr01,HIT,5.5,0/10,0/5,0/10,0/20,0/30,3/82,8/156
lewistr01,G,0.5,1/9,0/5,1/10,1/20,2/30,8/82,18/173
lewistr01,A,0.5,1/9,0/5,1/10,3/20,3/30,8/82,20/173
lewistr01,A,1.5,0/9,0/5,0/10,0/20,0/30,0/82,0/173
lewistr01,PTS,0.5,2/9,0/5,2/10,4/20,5/30,16/82,38/173
lewistr01,PTS,1.5,0/9,0/5,0/10,0/20,0/30,0/82,0/173
lewistr01,PTS,2.5,0/9,0/5,0/10,0/20,0/30,0/82,0/173
lewistr01,SOG,1.5,0/9,0/5,0/10,4/20,8/30,36/82,81/173
lewistr01,SOG,2.5,0/9,0/5,0/10,1/20,3/30,20/82,42/173
lewistr01,SOG,3.5,0/9,0/5,0/10,1/20,2/30,9/82,16/173
lewistr01,SOG,4.5,0/9,0/5,0/10,0/20,0/30,1/82,4/173
lewistr01,SOG,5.5,0/9,0/5,0/10,0/20,0/30,0/82,0/173
lewistr01,BLK,0.5,5/9,2/5,6/10,12/20,18/30,43/82,76/173
lewistr01,BLK,1.5,2/9,1/5,2/10,3/20,6/30,12/82,18/173
lewistr01,BLK,2.5,1/9,1/5,1/10,2/20,4/30,5/82,7/173
lewistr01,BLK,3.5,0/9,0/5,0/10,1/20,1/30,2/82,2/173
lewistr01,BLK,4.5,0/9,0/5,0/10,0/20,0/30,0/82,0/173
lewistr01,HIT,0.5,7/9,4/5,8/10,15/20,23/30,53/82,122/173
lewistr01,HIT,1.5,5/9,3/5,5/10,9/20,13/30,24/82,70/173
lewistr01,HIT,2.5,2/9,2/5,2/10,4/20,6/30,10/82,42/173
lewistr01,HIT,3.5,0/9,0/5,0/10,0/20,1/30,3/82,16/173
lewistr01,HIT,4.5,0/9,0/5,0/10,0/20,0/30,0/82,6/173
lewistr01,HIT,5.5,0/9,0/5,0/10,0/20,0/30,0/82,4/173
lheurza01,G,0.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,A,0.5,1/4,1/4,1/4,1/4,1/4,0/0,1/4
lheurza01,A,1.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,PTS,0.5,1/4,1/4,1/4,1/4,1/4,0/0,1/4
lheurza01,PTS,1.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,PTS,2.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,SOG,1.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,SOG,2.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,SOG,3.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,SOG,4.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,SOG,5.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,BLK,0.5,3/4,3/4,3/4,3/4,3/4,0/0,3/4
lheurza01,BLK,1.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,BLK,2.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,BLK,3.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,BLK,4.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,HIT,0.5,4/4,4/4,4/4,4/4,4/4,0/0,4/4
lheurza01,HIT,1.5,2/4,2/4,2/4,2/4,2/4,0/0,2/4
lheurza01,HIT,2.5,2/4,2/4,2/4,2/4,2/4,0/0,2/4
lheurza01,HIT,3.5,2/4,2/4,2/4,2/4,2/4,0/0,2/4
lheurza01,HIT,4.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
lheurza01,HIT,5.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
liljeti01,G,0.5,0/1,0/5,0/10,1/20,1/30,3/55,8/123
liljeti01,A,0.5,0/1,0/5,3/10,6/20,8/30,14/55,26/123
liljeti01,A,1.5,0/1,0/5,1/10,2/20,4/30,5/55,5/123
liljeti01,PTS,0.5,0/1,0/5,3/10,6/20,8/30,15/55,30/123
liljeti01,PTS,1.5,0/1,0/5,1/10,3/20,5/30,7/55,10/123
liljeti01,PTS,2.5,0/1,0/5,0/10,0/20,1/30,1/55,1/123
liljeti01,SOG,1.5,0/1,1/5,4/10,9/20,12/30,19/55,43/123
liljeti01,SOG,2.5,0/1,0/5,2/10,2/20,3/30,7/55,17/123
liljeti01,SOG,3.5,0/1,0/5,2/10,2/20,2/30,3/55,6/123
liljeti01,SOG,4.5,0/1,0/5,1/10,1/20,1/30,1/55,2/123
liljeti01,SOG,5.5,0/1,0/5,0/10,0/20,0/30,0/55,0/123
liljeti01,BLK,0.5,1/1,3/5,8/10,17/20,26/30,48/55,98/123
liljeti01,BLK,1.5,1/1,2/5,5/10,12/20,18/30,32/55,63/123
liljeti01,BLK,2.5,0/1,0/5,2/10,6/20,9/30,18/55,28/123
liljeti01,BLK,3.5,0/1,0/5,2/10,3/20,4/30,10/55,14/123
liljeti01,BLK,4.5,0/1,0/5,2/10,2/20,2/30,5/55,5/123
liljeti01,HIT,0.5,0/1,4/5,9/10,18/20,25/30,44/55,95/123
liljeti01,HIT,1.5,0/1,4/5,8/10,12/20,18/30,28/55,56/123
liljeti01,HIT,2.5,0/1,4/5,5/10,8/20,9/30,14/55,31/123
liljeti01,HIT,3.5,0/1,2/5,2/10,2/20,2/30,3/55,12/123
liljeti01,HIT,4.5,0/1,2/5,2/10,2/20,2/30,3/55,5/123
liljeti01,HIT,5.5,0/1,0/5,0/10,0/20,0/30,0/55,0/123
lindees01,G,0.5,0/9,0/5,0/10,0/20,0/30,5/82,13/173
lindees01,A,0.5,1/9,1/5,2/10,4/20,6/30,18/82,33/173
lindees01,A,1.5,0/9,0/5,0/10,0/20,0/30,2/82,4/173
lindees01,PTS,0.5,1/9,1/5,2/10,4/20,6/30,22/82,44/173
lindees01,PTS,1.5,0/9,0/5,0/10,0/20,0/30,3/82,5/173
lindees01,PTS,2.5,0/9,0/5,0/10,0/20,0/30,1/82,2/173
lindees01,SOG,1.5,4/9,2/5,5/10,10/20,13/30,31/82,70/173
lindees01,SOG,2.5,2/9,1/5,2/10,4/20,5/30,15/82,28/173
lindees01,SOG,3.5,0/9,0/5,0/10,2/20,2/30,6/82,10/173
lindees01,SOG,4.5,0/9,0/5,0/10,0/20,0/30,1/82,2/173
lindees01,SOG,5.5,0/9,0/5,0/10,0/20,0/30,0/82,0/173
lindees01,BLK,0.5,9/9,5/5,9/10,18/20,26/30,73/82,149/173
lindees01,BLK,1.5,5/9,3/5,5/10,12/20,16/30,43/82,91/173
lindees01,BLK,2.5,4/9,2/5,4/10,9/20,11/30,24/82,50/173
lindees01,BLK,3.5,3/9,1/5,3/10,6/20,7/30,12/82,25/173
lindees01,BLK,4.5,2/9,1/5,2/10,5/20,6/30,6/82,13/173
lindees01,HIT,0.5,7/9,4/5,7/10,12/20,20/30,51/82,109/173
lindees01,HIT,1.5,1/9,0/5,1/10,2/20,3/30,15/82,38/173
lindees01,HIT,2.5,1/9,0/5,1/10,1/20,1/30,5/82,15/173
lindees01,HIT,3.5,1/9,0/5,1/10,1/20,1/30,1/82,3/173
lindees01,HIT,4.5,0/9,0/5,0/10,0/20,0/30,1/82,2/173
lindees01,HIT,5.5,0/9,0/5,0/10,0/20,0/30,1/82,2/173
lindgry01,G,0.5,1/3,1/5,1/10,2/20,2/30,3/76,5/142
lindgry01,A,0.5,0/3,1/5,1/10,4/20,8/30,13/76,27/142
lindgry01,A,1.5,0/3,0/5,0/10,1/20,1/30,1/76,3/142
lindgry01,PTS,0.5,1/3,2/5,2/10,5/20,9/30,15/76,30/142
lindgry01,PTS,1.5,0/3,0/5,0/10,1/20,1/30,1/76,4/142
lindgry01,PTS,2.5,0/3,0/5,0/10,1/20,1/30,1/76,2/142
lindgry01,SOG,1.5,1/3,1/5,3/10,5/20,7/30,22/76,43/142
lindgry01,SOG,2.5,0/3,0/5,1/10,2/20,2/30,6/76,15/142
lindgry01,SOG,3.5,0/3,0/5,1/10,1/20,1/30,2/76,4/142
lindgry01,SOG,4.5,0/3,0/5,1/10,1/20,1/30,1/76,2/142
lindgry01,SOG,5.5,0/3,0/5,0/10,0/20,0/30,0/76,0/142
lindgry01,BLK,0.5,2/3,4/5,6/10,16/20,23/30,58/76,107/142
lindgry01,BLK,1.5,1/3,2/5,4/10,11/20,15/30,31/76,62/142
lindgry01,BLK,2.5,1/3,1/5,2/10,4/20,6/30,11/76,21/142
lindgry01,BLK,3.5,0/3,0/5,1/10,1/20,1/30,3/76,7/142
lindgry01,BLK,4.5,0/3,0/5,0/10,0/20,0/30,0/76,1/142
lindgry01,HIT,0.5,2/3,4/5,8/10,15/20,23/30,62/76,107/142
lindgry01,HIT,1.5,1/3,2/5,5/10,7/20,11/30,36/76,54/142
lindgry01,HIT,2.5,0/3,0/5,2/10,2/20,3/30,13/76,19/142
lindgry01,HIT,3.5,0/3,0/5,0/10,0/20,0/30,2/76,4/142
lindgry01,HIT,4.5,0/3,0/5,0/10,0/20,0/30,1/76,1/142
lindgry01,HIT,5.5,0/3,0/5,0/10,0/20,0/30,0/76,0/142
lindhel01,G,0.5,2/9,0/5,3/10,4/20,5/30,12/75,35/164
lindhel01,A,0.5,2/9,0/5,2/10,6/20,7/30,24/75,56/164
lindhel01,A,1.5,1/9,0/5,1/10,1/20,1/30,5/75,16/164
lindhel01,PTS,0.5,3/9,0/5,4/10,9/20,11/30,32/75,78/164
lindhel01,PTS,1.5,1/9,0/5,1/10,1/20,2/30,9/75,26/164
lindhel01,PTS,2.5,1/9,0/5,1/10,1/20,1/30,3/75,9/164
lindhel01,SOG,1.5,4/9,3/5,5/10,11/20,13/30,49/75,105/164
lindhel01,SOG,2.5,0/9,0/5,1/10,3/20,5/30,32/75,64/164
lindhel01,SOG,3.5,0/9,0/5,0/10,0/20,2/30,16/75,35/164
lindhel01,SOG,4.5,0/9,0/5,0/10,0/20,1/30,8/75,13/164
lindhel01,SOG,5.5,0/9,0/5,0/10,0/20,0/30,2/75,4/164
lindhel01,BLK,0.5,8/9,4/5,8/10,14/20,17/30,36/75,78/164
lindhel01,BLK,1.5,5/9,2/5,5/10,9/20,9/30,18/75,35/164
lindhel01,BLK,2.5,2/9,1/5,2/10,3/20,3/30,6/75,10/164
lindhel01,BLK,3.5,0/9,0/5,0/10,0/20,0/30,1/75,3/164
lindhel01,BLK,4.5,0/9,0/5,0/10,0/20,0/30,0/75,0/164
lindhel01,HIT,0.5,8/9,4/5,9/10,17/20,22/30,51/75,114/164
lindhel01,HIT,1.5,3/9,1/5,3/10,8/20,10/30,22/75,49/164
lindhel01,HIT,2.5,2/9,0/5,2/10,3/20,5/30,9/75,23/164
lindhel01,HIT,3.5,1/9,0/5,1/10,2/20,3/30,5/75,10/164
lindhel01,HIT,4.5,1/9,0/5,1/10,2/20,2/30,2/75,4/164
lindhel01,HIT,5.5,1/9,0/5,1/10,1/20,1/30,0/75,2/164
lindhha01,G,0.5,1/9,1/5,1/10,3/20,3/30,3/73,14/162
lindhha01,A,0.5,2/9,1/5,2/10,2/20,5/30,19/73,54/162
lindhha01,A,1.5,0/9,0/5,0/10,0/20,2/30,4/73,12/162
lindhha01,PTS,0.5,2/9,1/5,2/10,4/20,7/30,22/73,63/162
lindhha01,PTS,1.5,1/9,1/5,1/10,1/20,3/30,4/73,16/162
lindhha01,PTS,2.5,0/9,0/5,0/10,0/20,0/30,0/73,2/162
lindhha01,SOG,1.5,7/9,4/5,7/10,11/20,18/30,28/73,82/162
lindhha01,SOG,2.5,3/9,1/5,3/10,6/20,8/30,13/73,39/162
lindhha01,SOG,3.5,2/9,1/5,2/10,3/20,4/30,5/73,16/162
lindhha01,SOG,4.5,1/9,0/5,1/10,1/20,1/30,1/73,6/162
lindhha01,SOG,5.5,0/9,0/5,0/10,0/20,0/30,0/73,3/162
lindhha01,BLK,0.5,6/9,2/5,7/10,16/20,23/30,54/73,117/162
lindhha01,BLK,1.5,4/9,1/5,5/10,11/20,13/30,34/73,67/162
lindhha01,BLK,2.5,1/9,1/5,1/10,4/20,4/30,9/73,20/162
lindhha01,BLK,3.5,0/9,0/5,0/10,0/20,0/30,2/73,6/162
lindhha01,BLK,4.5,0/9,0/5,0/10,0/20,0/30,1/73,1/162
lindhha01,HIT,0.5,2/9,2/5,3/10,7/20,12/30,33/73,87/162
lindhha01,HIT,1.5,1/9,1/5,1/10,2/20,7/30,13/73,33/162
lindhha01,HIT,2.5,0/9,0/5,0/10,0/20,1/30,3/73,9/162
lindhha01,HIT,3.5,0/9,0/5,0/10,0/20,0/30,0/73,1/162
lindhha01,HIT,4.5,0/9,0/5,0/10,0/20,0/30,0/73,0/162
lindhha01,HIT,5.5,0/9,0/5,0/10,0/20,0/30,0/73,0/162
lohrema01,G,0.5,1/7,1/5,1/10,2/20,2/30,4/41,5/48
lohrema01,A,0.5,3/7,2/5,4/10,6/20,7/30,7/41,10/48
lohrema01,A,1.5,0/7,0/5,0/10,0/20,1/30,1/41,1/48
lohrema01,PTS,0.5,3/7,2/5,4/10,7/20,8/30,11/41,14/48
lohrema01,PTS,1.5,1/7,1/5,1/10,1/20,2/30,1/41,2/48
lohrema01,PTS,2.5,0/7,0/5,0/10,0/20,1/30,1/41,1/48
lohrema01,SOG,1.5,5/7,4/5,6/10,7/20,8/30,12/41,17/48
lohrema01,SOG,2.5,1/7,1/5,1/10,2/20,2/30,6/41,7/48
lohrema01,SOG,3.5,0/7,0/5,0/10,0/20,0/30,0/41,0/48
lohrema01,SOG,4.5,0/7,0/5,0/10,0/20,0/30,0/41,0/48
lohrema01,SOG,5.5,0/7,0/5,0/10,0/20,0/30,0/41,0/48
lohrema01,BLK,0.5,5/7,3/5,7/10,15/20,24/30,36/41,41/48
lohrema01,BLK,1.5,2/7,1/5,2/10,4/20,8/30,16/41,18/48
lohrema01,BLK,2.5,0/7,0/5,0/10,0/20,2/30,5/41,5/48
lohrema01,BLK,3.5,0/7,0/5,0/10,0/20,2/30,4/41,4/48
lohrema01,BLK,4.5,0/7,0/5,0/10,0/20,1/30,1/41,1/48
lohrema01,HIT,0.5,1/7,0/5,2/10,6/20,11/30,20/41,21/48
lohrema01,HIT,1.5,0/7,0/5,1/10,2/20,5/30,8/41,8/48
lohrema01,HIT,2.5,0/7,0/5,0/10,0/20,2/30,2/41,2/48
lohrema01,HIT,3.5,0/7,0/5,0/10,0/20,1/30,1/41,1/48
lohrema01,HIT,4.5,0/7,0/5,0/10,0/20,1/30,1/41,1/48
lohrema01,HIT,5.5,0/7,0/5,0/10,0/20,0/30,0/41,0/48
lombery01,G,0.5,0/9,0/5,0/10,0/20,1/30,5/75,17/166
lombery01,A,0.5,1/9,1/5,1/10,1/20,2/30,2/75,11/166
lombery01,A,1.5,0/9,0/5,0/10,0/20,0/30,0/75,0/166
lombery01,PTS,0.5,1/9,1/5,1/10,1/20,3/30,7/75,28/166
lombery01,PTS,1.5,0/9,0/5,0/10,0/20,0/30,0/75,0/166
lombery01,PTS,2.5,0/9,0/5,0/10,0/20,0/30,0/75,0/166
lombery01,SOG,1.5,0/9,0/5,0/10,0/20,1/30,14/75,51/166
lombery01,SOG,2.5,0/9,0/5,0/10,0/20,0/30,8/75,28/166
lombery01,SOG,3.5,0/9,0/5,0/10,0/20,0/30,3/75,11/166
lombery01,SOG,4.5,0/9,0/5,0/10,0/20,0/30,0/75,2/166
lombery01,SOG,5.5,0/9,0/5,0/10,0/20,0/30,0/75,0/166
lombery01,BLK,0.5,2/9,2/5,2/10,8/20,10/30,17/75,39/166
lombery01,BLK,1.5,1/9,1/5,1/10,3/20,3/30,3/75,7/166
lombery01,BLK,2.5,0/9,0/5,0/10,0/20,0/30,1/75,2/166
lombery01,BLK,3.5,0/9,0/5,0/10,0/20,0/30,0/75,0/166
lombery01,BLK,4.5,0/9,0/5,0/10,0/20,0/30,0/75,0/166
lombery01,HIT,0.5,9/9,5/5,10/10,19/20,28/30,60/75,129/166
lombery01,HIT,1.5,8/9,4/5,8/10,15/20,22/30,47/75,94/166
lombery01,HIT,2.5,2/9,1/5,2/10,6/20,12/30,30/75,61/166
lombery01,HIT,3.5,1/9,1/5,1/10,4/20,9/30,20/75,32/166
lombery01,HIT,4.5,1/9,1/5,1/10,3/20,6/30,9/75,17/166
lombery01,HIT,5.5,0/9,0/5,0/10,2/20,3/30,6/75,8/166
lorenst01,G,0.5,1/10,0/5,1/10,1/20,1/30,1/38,12/128
lorenst01,A,0.5,1/10,0/5,1/10,1/20,1/30,2/38,12/128
lorenst01,A,1.5,0/10,0/5,0/10,0/20,0/30,0/38,0/128
lorenst01,PTS,0.5,1/10,0/5,1/10,1/20,1/30,3/38,22/128
lorenst01,PTS,1.5,1/10,0/5,1/10,1/20,1/30,0/38,2/128
lorenst01,PTS,2.5,0/10,0/5,0/10,0/20,0/30,0/38,0/128
lorenst01,SOG,1.5,3/10,1/5,3/10,6/20,9/30,7/38,44/128
lorenst01,SOG,2.5,2/10,1/5,2/10,3/20,5/30,4/38,18/128
lorenst01,SOG,3.5,1/10,0/5,1/10,1/20,2/30,1/38,7/128
lorenst01,SOG,4.5,0/10,0/5,0/10,0/20,0/30,0/38,2/128
lorenst01,SOG,5.5,0/10,0/5,0/10,0/20,0/30,0/38,0/128
lorenst01,BLK,0.5,5/10,1/5,5/10,8/20,10/30,11/38,50/128
lorenst01,BLK,1.5,3/10,0/5,3/10,4/20,5/30,3/38,14/128
lorenst01,BLK,2.5,1/10,0/5,1/10,1/20,1/30,0/38,5/128
lorenst01,BLK,3.5,1/10,0/5,1/10,1/20,1/30,0/38,1/128
lorenst01,BLK,4.5,0/10,0/5,0/10,0/20,0/30,0/38,0/128
lorenst01,HIT,0.5,9/10,4/5,9/10,18/20,26/30,27/38,95/128
lorenst01,HIT,1.5,8/10,4/5,8/10,14/20,19/30,16/38,63/128
lorenst01,HIT,2.5,6/10,3/5,6/10,12/20,16/30,12/38,35/128
lorenst01,HIT,3.5,1/10,0/5,1/10,4/20,7/30,6/38,17/128
lorenst01,HIT,4.5,1/10,0/5,1/10,3/20,4/30,3/38,9/128
lorenst01,HIT,5.5,0/10,0/5,0/10,2/20,3/30,3/38,6/128
lowryad01,G,0.5,2/9,1/5,2/10,3/20,5/30,10/81,25/172
lowryad01,A,0.5,4/9,2/5,4/10,5/20,8/30,19/81,44/172
lowryad01,A,1.5,1/9,1/5,1/10,1/20,1/30,4/81,7/172
lowryad01,PTS,0.5,5/9,3/5,5/10,7/20,11/30,28/81,63/172
lowryad01,PTS,1.5,2/9,1/5,2/10,3/20,4/30,7/81,14/172
lowryad01,PTS,2.5,0/9,0/5,0/10,0/20,0/30,0/81,1/172
lowryad01,SOG,1.5,5/9,3/5,5/10,9/20,13/30,36/81,77/172
lowryad01,SOG,2.5,1/9,0/5,1/10,3/20,6/30,18/81,34/172
lowryad01,SOG,3.5,0/9,0/5,0/10,1/20,3/30,7/81,15/172
lowryad01,SOG,4.5,0/9,0/5,0/10,0/20,0/30,0/81,2/172
lowryad01,SOG,5.5,0/9,0/5,0/10,0/20,0/30,0/81,1/172
lowryad01,BLK,0.5,2/9,2/5,2/10,7/20,10/30,41/81,74/172
lowryad01,BLK,1.5,1/9,1/5,1/10,3/20,4/30,19/81,29/172
lowryad01,BLK,2.5,0/9,0/5,0/10,0/20,0/30,4/81,8/172
lowryad01,BLK,3.5,0/9,0/5,0/10,0/20,0/30,1/81,2/172
lowryad01,BLK,4.5,0/9,0/5,0/10,0/20,0/30,0/81,1/172
lowryad01,HIT,0.5,8/9,5/5,9/10,18/20,27/30,71/81,144/172
lowryad01,HIT,1.5,4/9,3/5,5/10,14/20,23/30,59/81,106/172
lowryad01,HIT,2.5,3/9,2/5,4/10,10/20,15/30,35/81,63/172
lowryad01,HIT,3.5,2/9,2/5,2/10,3/20,4/30,9/81,24/172
lowryad01,HIT,4.5,1/9,1/5,1/10,1/20,1/30,3/81,13/172
lowryad01,HIT,5.5,1/9,1/5,1/10,1/20,1/30,2/81,7/172
luchaje01,G,0.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,A,0.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,A,1.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,PTS,0.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,PTS,1.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,PTS,2.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,SOG,1.5,1/4,1/4,1/4,1/4,1/4,0/0,1/4
luchaje01,SOG,2.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,SOG,3.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,SOG,4.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,SOG,5.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,BLK,0.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,BLK,1.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,BLK,2.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,BLK,3.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,BLK,4.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,HIT,0.5,3/4,3/4,3/4,3/4,3/4,0/0,3/4
luchaje01,HIT,1.5,2/4,2/4,2/4,2/4,2/4,0/0,2/4
luchaje01,HIT,2.5,1/4,1/4,1/4,1/4,1/4,0/0,1/4
luchaje01,HIT,3.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,HIT,4.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
luchaje01,HIT,5.5,0/4,0/4,0/4,0/4,0/4,0/0,0/4
ludvijo01,G,0.5,0/3,0/5,2/10,3/20,3/30,3/33,3/36
ludvijo01,A,0.5,1/3,1/5,2/10,2/20,2/30,2/33,3/36
ludvijo01,A,1.5,0/3,0/5,0/10,0/20,0/30,0/33,0/36
ludvijo01,PTS,0.5,1/3,1/5,3/10,4/20,4/30,4/33,5/36
ludvijo01,PTS,1.5,0/3,0/5,1/10,1/20,1/30,1/33,1/36
ludvijo01,PTS,2.5,0/3,0/5,0/10,0/20,0/30,0/33,0/36
ludvijo01,SOG,1.5,0/3,0/5,1/10,1/20,3/30,4/33,4/36
