PlayerID,Stat,Line,2024-25,L5,L10,L20,L30,2023-24,All
acciano01,G,0.5,1/10,1/5,1/10,2/20,2/30,4/55,16/142
acciano01,A,0.5,2/10,0/5,2/10,3/20,4/30,3/55,12/142
acciano01,A,1.5,0/10,0/5,0/10,0/20,0/30,0/55,2/142
acciano01,PTS,0.5,3/10,1/5,3/10,5/20,6/30,7/55,28/142
acciano01,PTS,1.5,0/10,0/5,0/10,0/20,0/30,0/55,5/142
acciano01,PTS,2.5,0/10,0/5,0/10,0/20,0/30,0/55,0/142
acciano01,SOG,1.5,4/10,3/5,4/10,5/20,7/30,16/55,46/142
acciano01,SOG,2.5,0/10,0/5,0/10,0/20,0/30,4/55,18/142
acciano01,SOG,3.5,0/10,0/5,0/10,0/20,0/30,3/55,9/142
acciano01,SOG,4.5,0/10,0/5,0/10,0/20,0/30,0/55,3/142
acciano01,SOG,5.5,0/10,0/5,0/10,0/20,0/30,0/55,1/142
acciano01,BLK,0.5,7/10,4/5,7/10,14/20,22/30,45/55,100/142
acciano01,BLK,1.5,3/10,3/5,3/10,6/20,14/30,26/55,52/142
acciano01,BLK,2.5,2/10,2/5,2/10,3/20,4/30,9/55,18/142
acciano01,BLK,3.5,1/10,1/5,1/10,2/20,3/30,3/55,7/142
acciano01,BLK,4.5,1/10,1/5,1/10,2/20,3/30,2/55,3/142
acciano01,HIT,0.5,10/10,5/5,10/10,20/20,30/30,50/55,134/142
acciano01,HIT,1.5,9/10,5/5,9/10,17/20,22/30,36/55,105/142
acciano01,HIT,2.5,6/10,3/5,6/10,10/20,13/30,20/55,70/142
acciano01,HIT,3.5,4/10,3/5,4/10,5/20,6/30,12/55,46/142
acciano01,HIT,4.5,1/10,1/5,1/10,1/20,2/30,2/55,21/142
acciano01,HIT,5.5,0/10,0/5,0/10,0/20,1/30,2/55,12/142
ahose01,G,0.5,3/8,2/5,4/10,10/20,14/30,31/78,62/161
ahose01,A,0.5,4/8,3/5,5/10,8/20,14/30,35/78,61/161
ahose01,A,1.5,1/8,1/5,1/10,2/20,4/30,12/78,20/161
ahose01,PTS,0.5,6/8,4/5,8/10,15/20,22/30,53/78,100/161
ahose01,PTS,1.5,2/8,2/5,2/10,5/20,9/30,23/78,43/161
ahose01,PTS,2.5,0/8,0/5,0/10,2/20,5/30,11/78,18/161
ahose01,SOG,1.5,8/8,5/5,10/10,17/20,23/30,58/78,128/161
ahose01,SOG,2.5,5/8,4/5,6/10,13/20,18/30,45/78,92/161
ahose01,SOG,3.5,1/8,1/5,1/10,3/20,6/30,21/78,45/161
ahose01,SOG,4.5,1/8,1/5,1/10,2/20,4/30,12/78,23/161
ahose01,SOG,5.5,1/8,1/5,1/10,1/20,1/30,6/78,12/161
ahose01,BLK,0.5,5/8,2/5,6/10,10/20,12/30,17/78,38/161
ahose01,BLK,1.5,0/8,0/5,0/10,0/20,0/30,1/78,6/161
ahose01,BLK,2.5,0/8,0/5,0/10,0/20,0/30,0/78,0/161
ahose01,BLK,3.5,0/8,0/5,0/10,0/20,0/30,0/78,0/161
ahose01,BLK,4.5,0/8,0/5,0/10,0/20,0/30,0/78,0/161
ahose01,HIT,0.5,3/8,2/5,4/10,8/20,12/30,29/78,67/161
ahose01,HIT,1.5,2/8,1/5,2/10,4/20,6/30,10/78,26/161
ahose01,HIT,2.5,0/8,0/5,0/10,2/20,3/30,7/78,15/161
ahose01,HIT,3.5,0/8,0/5,0/10,0/20,0/30,1/78,3/161
ahose01,HIT,4.5,0/8,0/5,0/10,0/20,0/30,1/78,1/161
ahose01,HIT,5.5,0/8,0/5,0/10,0/20,0/30,0/78,0/161
allanno01,G,0.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,A,0.5,2/7,2/5,2/7,2/7,2/7,0/0,2/7
allanno01,A,1.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,PTS,0.5,2/7,2/5,2/7,2/7,2/7,0/0,2/7
allanno01,PTS,1.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,PTS,2.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,SOG,1.5,1/7,1/5,1/7,1/7,1/7,0/0,1/7
allanno01,SOG,2.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,SOG,3.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,SOG,4.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,SOG,5.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,BLK,0.5,3/7,3/5,3/7,3/7,3/7,0/0,3/7
allanno01,BLK,1.5,2/7,2/5,2/7,2/7,2/7,0/0,2/7
allanno01,BLK,2.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,BLK,3.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,BLK,4.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,HIT,0.5,3/7,2/5,3/7,3/7,3/7,0/0,3/7
allanno01,HIT,1.5,1/7,0/5,1/7,1/7,1/7,0/0,1/7
allanno01,HIT,2.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,HIT,3.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,HIT,4.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
allanno01,HIT,5.5,0/7,0/5,0/7,0/7,0/7,0/0,0/7
amadimi01,G,0.5,0/8,0/5,1/10,2/20,4/30,14/73,29/148
amadimi01,A,0.5,0/8,0/5,0/10,0/20,2/30,11/73,21/148
amadimi01,A,1.5,0/8,0/5,0/10,0/20,0/30,2/73,3/148
amadimi01,PTS,0.5,0/8,0/5,1/10,2/20,6/30,24/73,46/148
amadimi01,PTS,1.5,0/8,0/5,0/10,0/20,0/30,3/73,6/148
amadimi01,PTS,2.5,0/8,0/5,0/10,0/20,0/30,0/73,2/148
amadimi01,SOG,1.5,5/8,3/5,7/10,10/20,14/30,30/73,64/148
amadimi01,SOG,2.5,2/8,1/5,4/10,6/20,8/30,15/73,30/148
amadimi01,SOG,3.5,0/8,0/5,0/10,1/20,2/30,5/73,11/148
amadimi01,SOG,4.5,0/8,0/5,0/10,0/20,1/30,4/73,6/148
amadimi01,SOG,5.5,0/8,0/5,0/10,0/20,1/30,1/73,1/148
amadimi01,BLK,0.5,3/8,3/5,4/10,6/20,10/30,25/73,46/148
amadimi01,BLK,1.5,1/8,1/5,1/10,1/20,3/30,8/73,14/148
amadimi01,BLK,2.5,0/8,0/5,0/10,0/20,0/30,1/73,4/148
amadimi01,BLK,3.5,0/8,0/5,0/10,0/20,0/30,0/73,1/148
amadimi01,BLK,4.5,0/8,0/5,0/10,0/20,0/30,0/73,0/148
amadimi01,HIT,0.5,3/8,2/5,3/10,7/20,12/30,34/73,73/148
amadimi01,HIT,1.5,2/8,1/5,2/10,4/20,7/30,12/73,30/148
amadimi01,HIT,2.5,1/8,1/5,1/10,2/20,2/30,2/73,6/148
amadimi01,HIT,3.5,1/8,1/5,1/10,1/20,1/30,0/73,2/148
amadimi01,HIT,4.5,0/8,0/5,0/10,0/20,0/30,0/73,0/148
amadimi01,HIT,5.5,0/8,0/5,0/10,0/20,0/30,0/73,0/148
amanni01,G,0.5,0/4,0/5,0/10,1/20,1/30,3/43,7/115
amanni01,A,0.5,2/4,2/5,2/10,2/20,3/30,3/43,17/115
amanni01,A,1.5,0/4,0/5,0/10,0/20,0/30,1/43,1/115
amanni01,PTS,0.5,2/4,2/5,2/10,3/20,4/30,6/43,22/115
amanni01,PTS,1.5,0/4,0/5,0/10,0/20,0/30,1/43,3/115
amanni01,PTS,2.5,0/4,0/5,0/10,0/20,0/30,0/43,0/115
amanni01,SOG,1.5,0/4,0/5,1/10,1/20,1/30,4/43,14/115
amanni01,SOG,2.5,0/4,0/5,1/10,1/20,1/30,2/43,6/115
amanni01,SOG,3.5,0/4,0/5,0/10,0/20,0/30,0/43,1/115
amanni01,SOG,4.5,0/4,0/5,0/10,0/20,0/30,0/43,0/115
amanni01,SOG,5.5,0/4,0/5,0/10,0/20,0/30,0/43,0/115
amanni01,BLK,0.5,0/4,0/5,0/10,3/20,9/30,15/43,42/115
amanni01,BLK,1.5,0/4,0/5,0/10,1/20,2/30,5/43,15/115
amanni01,BLK,2.5,0/4,0/5,0/10,1/20,1/30,2/43,6/115
amanni01,BLK,3.5,0/4,0/5,0/10,0/20,0/30,0/43,0/115
amanni01,BLK,4.5,0/4,0/5,0/10,0/20,0/30,0/43,0/115
amanni01,HIT,0.5,2/4,3/5,7/10,13/20,19/30,22/43,57/115
amanni01,HIT,1.5,2/4,3/5,5/10,5/20,7/30,7/43,19/115
amanni01,HIT,2.5,1/4,1/5,2/10,2/20,3/30,2/43,4/115
amanni01,HIT,3.5,0/4,0/5,0/10,0/20,0/30,0/43,0/115
amanni01,HIT,4.5,0/4,0/5,0/10,0/20,0/30,0/43,0/115
amanni01,HIT,5.5,0/4,0/5,0/10,0/20,0/30,0/43,0/115
anderjo05,G,0.5,1/9,0/5,1/10,2/20,2/30,8/78,30/156
anderjo05,A,0.5,3/9,3/5,3/10,4/20,5/30,11/78,24/156
anderjo05,A,1.5,0/9,0/5,0/10,0/20,0/30,0/78,1/156
anderjo05,PTS,0.5,4/9,3/5,4/10,6/20,7/30,17/78,50/156
anderjo05,PTS,1.5,0/9,0/5,0/10,0/20,0/30,3/78,6/156
anderjo05,PTS,2.5,0/9,0/5,0/10,0/20,0/30,0/78,0/156
anderjo05,SOG,1.5,4/9,2/5,4/10,9/20,14/30,42/78,94/156
anderjo05,SOG,2.5,3/9,2/5,3/10,5/20,5/30,22/78,58/156
anderjo05,SOG,3.5,0/9,0/5,0/10,0/20,0/30,10/78,24/156
anderjo05,SOG,4.5,0/9,0/5,0/10,0/20,0/30,4/78,10/156
anderjo05,SOG,5.5,0/9,0/5,0/10,0/20,0/30,2/78,4/156
anderjo05,BLK,0.5,3/9,2/5,3/10,6/20,9/30,29/78,66/156
anderjo05,BLK,1.5,1/9,1/5,1/10,2/20,4/30,8/78,21/156
anderjo05,BLK,2.5,1/9,1/5,1/10,2/20,2/30,2/78,6/156
anderjo05,BLK,3.5,1/9,1/5,1/10,1/20,1/30,1/78,2/156
anderjo05,BLK,4.5,0/9,0/5,0/10,0/20,0/30,0/78,0/156
anderjo05,HIT,0.5,8/9,5/5,9/10,18/20,25/30,65/78,128/156
anderjo05,HIT,1.5,5/9,3/5,5/10,12/20,16/30,46/78,90/156
anderjo05,HIT,2.5,3/9,1/5,3/10,6/20,9/30,23/78,49/156
anderjo05,HIT,3.5,1/9,0/5,1/10,4/20,4/30,16/78,30/156
anderjo05,HIT,4.5,0/9,0/5,0/10,2/20,2/30,11/78,15/156
anderjo05,HIT,5.5,0/9,0/5,0/10,1/20,1/30,4/78,7/156
anderjo08,G,0.5,0/5,0/5,1/10,3/20,3/30,5/55,11/98
anderjo08,A,0.5,1/5,1/5,1/10,3/20,4/30,10/55,14/98
anderjo08,A,1.5,0/5,0/5,0/10,1/20,1/30,2/55,2/98
anderjo08,PTS,0.5,1/5,1/5,2/10,5/20,6/30,13/55,22/98
anderjo08,PTS,1.5,0/5,0/5,0/10,2/20,2/30,4/55,5/98
anderjo08,PTS,2.5,0/5,0/5,0/10,0/20,0/30,0/55,0/98
anderjo08,SOG,1.5,1/5,1/5,2/10,3/20,6/30,14/55,26/98
anderjo08,SOG,2.5,0/5,0/5,0/10,1/20,3/30,7/55,10/98
anderjo08,SOG,3.5,0/5,0/5,0/10,1/20,2/30,2/55,3/98
anderjo08,SOG,4.5,0/5,0/5,0/10,0/20,0/30,0/55,0/98
anderjo08,SOG,5.5,0/5,0/5,0/10,0/20,0/30,0/55,0/98
anderjo08,BLK,0.5,4/5,4/5,5/10,6/20,8/30,15/55,31/98
anderjo08,BLK,1.5,2/5,2/5,2/10,2/20,2/30,3/55,9/98
anderjo08,BLK,2.5,0/5,0/5,0/10,0/20,0/30,0/55,1/98
anderjo08,BLK,3.5,0/5,0/5,0/10,0/20,0/30,0/55,0/98
anderjo08,BLK,4.5,0/5,0/5,0/10,0/20,0/30,0/55,0/98
anderjo08,HIT,0.5,4/5,4/5,7/10,16/20,19/30,27/55,54/98
anderjo08,HIT,1.5,0/5,0/5,0/10,2/20,3/30,12/55,23/98
anderjo08,HIT,2.5,0/5,0/5,0/10,2/20,2/30,5/55,6/98
anderjo08,HIT,3.5,0/5,0/5,0/10,2/20,2/30,4/55,5/98
anderjo08,HIT,4.5,0/5,0/5,0/10,0/20,0/30,0/55,0/98
anderjo08,HIT,5.5,0/5,0/5,0/10,0/20,0/30,0/55,0/98
andermi02,G,0.5,2/9,2/5,2/10,2/20,3/30,2/74,9/160
andermi02,A,0.5,2/9,1/5,2/10,3/20,4/30,15/74,31/160
andermi02,A,1.5,0/9,0/5,0/10,0/20,0/30,1/74,2/160
andermi02,PTS,0.5,3/9,2/5,3/10,4/20,6/30,16/74,36/160
andermi02,PTS,1.5,1/9,1/5,1/10,1/20,1/30,2/74,6/160
andermi02,PTS,2.5,0/9,0/5,0/10,0/20,0/30,0/74,0/160
andermi02,SOG,1.5,4/9,3/5,4/10,8/20,10/30,27/74,50/160
andermi02,SOG,2.5,2/9,1/5,2/10,3/20,4/30,5/74,20/160
andermi02,SOG,3.5,0/9,0/5,0/10,0/20,1/30,3/74,4/160
andermi02,SOG,4.5,0/9,0/5,0/10,0/20,0/30,0/74,0/160
andermi02,SOG,5.5,0/9,0/5,0/10,0/20,0/30,0/74,0/160
andermi02,BLK,0.5,5/9,3/5,6/10,11/20,20/30,60/74,124/160
andermi02,BLK,1.5,4/9,2/5,4/10,8/20,12/30,36/74,77/160
andermi02,BLK,2.5,1/9,0/5,1/10,3/20,5/30,20/74,39/160
andermi02,BLK,3.5,0/9,0/5,0/10,0/20,1/30,9/74,19/160
andermi02,BLK,4.5,0/9,0/5,0/10,0/20,0/30,4/74,8/160
andermi02,HIT,0.5,9/9,5/5,10/10,19/20,29/30,59/74,136/160
andermi02,HIT,1.5,5/9,2/5,5/10,10/20,17/30,39/74,93/160
andermi02,HIT,2.5,2/9,1/5,2/10,6/20,9/30,20/74,49/160
andermi02,HIT,3.5,0/9,0/5,0/10,1/20,2/30,7/74,20/160
andermi02,HIT,4.5,0/9,0/5,0/10,0/20,1/30,2/74,6/160
andermi02,HIT,5.5,0/9,0/5,0/10,0/20,1/30,1/74,2/160
anderra01,G,0.5,4/9,2/5,4/10,5/20,6/30,9/78,24/166
anderra01,A,0.5,5/9,2/5,6/10,9/20,9/30,27/78,62/166
anderra01,A,1.5,1/9,0/5,1/10,2/20,2/30,3/78,12/166
anderra01,PTS,0.5,6/9,3/5,7/10,11/20,12/30,34/78,74/166
anderra01,PTS,1.5,3/9,1/5,3/10,4/20,4/30,4/78,19/166
anderra01,PTS,2.5,1/9,0/5,1/10,1/20,1/30,1/78,5/166
anderra01,SOG,1.5,4/9,2/5,4/10,10/20,13/30,47/78,97/166
anderra01,SOG,2.5,3/9,2/5,3/10,8/20,10/30,28/78,57/166
anderra01,SOG,3.5,0/9,0/5,0/10,1/20,2/30,11/78,25/166
anderra01,SOG,4.5,0/9,0/5,0/10,0/20,1/30,4/78,9/166
anderra01,SOG,5.5,0/9,0/5,0/10,0/20,0/30,1/78,2/166
anderra01,BLK,0.5,9/9,5/5,10/10,19/20,29/30,71/78,143/166
anderra01,BLK,1.5,8/9,4/5,9/10,14/20,21/30,52/78,100/166
anderra01,BLK,2.5,7/9,3/5,7/10,11/20,17/30,33/78,62/166
anderra01,BLK,3.5,4/9,3/5,4/10,6/20,9/30,20/78,33/166
anderra01,BLK,4.5,2/9,1/5,2/10,4/20,6/30,8/78,11/166
anderra01,HIT,0.5,3/9,1/5,3/10,6/20,8/30,30/78,74/166
anderra01,HIT,1.5,1/9,1/5,1/10,2/20,3/30,7/78,16/166
anderra01,HIT,2.5,0/9,0/5,0/10,1/20,1/30,3/78,4/166
anderra01,HIT,3.5,0/9,0/5,0/10,1/20,1/30,2/78,2/166
anderra01,HIT,4.5,0/9,0/5,0/10,0/20,0/30,0/78,0/166
anderra01,HIT,5.5,0/9,0/5,0/10,0/20,0/30,0/78,0/166
andraem01,G,0.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,A,0.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,A,1.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,PTS,0.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,PTS,1.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,PTS,2.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,SOG,1.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,SOG,2.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,SOG,3.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,SOG,4.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,SOG,5.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,BLK,0.5,1/1,1/1,1/1,1/1,1/1,0/0,1/1
andraem01,BLK,1.5,1/1,1/1,1/1,1/1,1/1,0/0,1/1
andraem01,BLK,2.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,BLK,3.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,BLK,4.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,HIT,0.5,1/1,1/1,1/1,1/1,1/1,0/0,1/1
andraem01,HIT,1.5,1/1,1/1,1/1,1/1,1/1,0/0,1/1
andraem01,HIT,2.5,1/1,1/1,1/1,1/1,1/1,0/0,1/1
andraem01,HIT,3.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,HIT,4.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
andraem01,HIT,5.5,0/1,0/1,0/1,0/1,0/1,0/0,0/1
applema01,G,0.5,3/9,2/5,3/10,4/20,7/30,14/82,22/132
applema01,A,0.5,4/9,3/5,5/10,6/20,8/30,17/82,28/132
applema01,A,1.5,1/9,0/5,1/10,2/20,2/30,5/82,10/132
applema01,PTS,0.5,4/9,3/5,5/10,7/20,12/30,29/82,43/132
applema01,PTS,1.5,3/9,2/5,3/10,4/20,4/30,7/82,15/132
applema01,PTS,2.5,1/9,0/5,1/10,1/20,1/30,0/82,2/132
applema01,SOG,1.5,5/9,3/5,5/10,9/20,13/30,36/82,63/132
applema01,SOG,2.5,5/9,3/5,5/10,6/20,10/30,14/82,30/132
applema01,SOG,3.5,1/9,0/5,1/10,2/20,3/30,6/82,10/132
applema01,SOG,4.5,1/9,0/5,1/10,1/20,2/30,3/82,4/132
applema01,SOG,5.5,0/9,0/5,0/10,0/20,0/30,0/82,0/132
applema01,BLK,0.5,5/9,2/5,5/10,8/20,12/30,36/82,51/132
applema01,BLK,1.5,1/9,1/5,1/10,1/20,3/30,6/82,8/132
applema01,BLK,2.5,1/9,1/5,1/10,1/20,2/30,2/82,3/132
applema01,BLK,3.5,0/9,0/5,0/10,0/20,0/30,0/82,0/132
applema01,BLK,4.5,0/9,0/5,0/10,0/20,0/30,0/82,0/132
applema01,HIT,0.5,6/9,2/5,7/10,12/20,19/30,59/82,89/132
applema01,HIT,1.5,3/9,2/5,4/10,7/20,11/30,29/82,45/132
applema01,HIT,2.5,0/9,0/5,0/10,1/20,2/30,9/82,15/132
applema01,HIT,3.5,0/9,0/5,0/10,1/20,1/30,5/82,7/132
applema01,HIT,4.5,0/9,0/5,0/10,1/20,1/30,3/82,5/132
applema01,HIT,5.5,0/9,0/5,0/10,0/20,0/30,1/82,1/132
armiajo01,G,0.5,1/9,1/5,1/10,5/20,6/30,16/66,21/118
armiajo01,A,0.5,2/9,1/5,3/10,5/20,5/30,7/66,16/118
armiajo01,A,1.5,1/9,0/5,1/10,1/20,1/30,1/66,2/118
armiajo01,PTS,0.5,2/9,1/5,3/10,7/20,8/30,20/66,32/118
armiajo01,PTS,1.5,2/9,1/5,2/10,5/20,5/30,5/66,10/118
armiajo01,PTS,2.5,0/9,0/5,0/10,0/20,0/30,0/66,1/118
armiajo01,SOG,1.5,6/9,3/5,7/10,14/20,19/30,41/66,70/118
armiajo01,SOG,2.5,3/9,2/5,3/10,8/20,11/30,29/66,39/118
armiajo01,SOG,3.5,1/9,1/5,1/10,3/20,5/30,9/66,12/118
armiajo01,SOG,4.5,0/9,0/5,0/10,0/20,2/30,3/66,5/118
armiajo01,SOG,5.5,0/9,0/5,0/10,0/20,2/30,2/66,2/118
armiajo01,BLK,0.5,3/9,2/5,3/10,9/20,14/30,27/66,49/118
armiajo01,BLK,1.5,1/9,1/5,1/10,2/20,4/30,9/66,14/118
armiajo01,BLK,2.5,0/9,0/5,0/10,0/20,1/30,3/66,5/118
armiajo01,BLK,3.5,0/9,0/5,0/10,0/20,0/30,2/66,2/118
armiajo01,BLK,4.5,0/9,0/5,0/10,0/20,0/30,0/66,0/118
armiajo01,HIT,0.5,9/9,5/5,10/10,16/20,21/30,35/66,67/118
armiajo01,HIT,1.5,3/9,1/5,4/10,6/20,8/30,8/66,21/118
armiajo01,HIT,2.5,1/9,0/5,1/10,2/20,3/30,4/66,7/118
armiajo01,HIT,3.5,0/9,0/5,0/10,1/20,1/30,1/66,3/118
armiajo01,HIT,4.5,0/9,0/5,0/10,1/20,1/30,1/66,1/118
armiajo01,HIT,5.5,0/9,0/5,0/10,0/20,0/30,0/66,0/118
arvidvi01,G,0.5,0/10,0/5,0/10,3/20,4/30,4/18,26/105
arvidvi01,A,0.5,1/10,1/5,1/10,5/20,10/30,8/18,33/105
arvidvi01,A,1.5,1/10,1/5,1/10,2/20,3/30,1/18,9/105
arvidvi01,PTS,0.5,1/10,1/5,1/10,7/20,12/30,10/18,49/105
arvidvi01,PTS,1.5,1/10,1/5,1/10,4/20,6/30,4/18,20/105
arvidvi01,PTS,2.5,1/10,1/5,1/10,2/20,3/30,1/18,8/105
arvidvi01,SOG,1.5,7/10,5/5,7/10,17/20,23/30,15/18,78/105
arvidvi01,SOG,2.5,2/10,2/5,2/10,11/20,17/30,14/18,56/105
arvidvi01,SOG,3.5,1/10,1/5,1/10,6/20,11/30,9/18,35/105
arvidvi01,SOG,4.5,0/10,0/5,0/10,2/20,6/30,5/18,19/105
arvidvi01,SOG,5.5,0/10,0/5,0/10,0/20,1/30,0/18,9/105
arvidvi01,BLK,0.5,4/10,1/5,4/10,11/20,15/30,10/18,44/105
arvidvi01,BLK,1.5,0/10,0/5,0/10,4/20,6/30,5/18,19/105
arvidvi01,BLK,2.5,0/10,0/5,0/10,3/20,3/30,3/18,6/105
arvidvi01,BLK,3.5,0/10,0/5,0/10,0/20,0/30,0/18,1/105
arvidvi01,BLK,4.5,0/10,0/5,0/10,0/20,0/30,0/18,0/105
arvidvi01,HIT,0.5,3/10,0/5,3/10,6/20,9/30,6/18,30/105
arvidvi01,HIT,1.5,1/10,0/5,1/10,2/20,3/30,2/18,7/105
arvidvi01,HIT,2.5,0/10,0/5,0/10,0/20,0/30,0/18,0/105
arvidvi01,HIT,3.5,0/10,0/5,0/10,0/20,0/30,0/18,0/105
arvidvi01,HIT,4.5,0/10,0/5,0/10,0/20,0/30,0/18,0/105
arvidvi01,HIT,5.5,0/10,0/5,0/10,0/20,0/30,0/18,0/105
astonza01,G,0.5,2/8,2/5,2/10,4/20,5/30,0/3,10/88
astonza01,A,0.5,1/8,1/5,1/10,2/20,3/30,0/3,5/88
astonza01,A,1.5,0/8,0/5,0/10,0/20,0/30,0/3,0/88
astonza01,PTS,0.5,3/8,3/5,3/10,6/20,8/30,0/3,15/88
astonza01,PTS,1.5,0/8,0/5,0/10,1/20,2/30,0/3,2/88
astonza01,PTS,2.5,0/8,0/5,0/10,0/20,0/30,0/3,0/88
astonza01,SOG,1.5,3/8,2/5,3/10,7/20,11/30,0/3,26/88
astonza01,SOG,2.5,2/8,1/5,2/10,4/20,6/30,0/3,12/88
astonza01,SOG,3.5,0/8,0/5,0/10,2/20,2/30,0/3,3/88
astonza01,SOG,4.5,0/8,0/5,0/10,1/20,1/30,0/3,1/88
astonza01,SOG,5.5,0/8,0/5,0/10,0/20,0/30,0/3,0/88
astonza01,BLK,0.5,3/8,2/5,3/10,6/20,10/30,0/3,32/88
astonza01,BLK,1.5,1/8,0/5,1/10,2/20,4/30,0/3,11/88
astonza01,BLK,2.5,0/8,0/5,0/10,0/20,0/30,0/3,3/88
astonza01,BLK,3.5,0/8,0/5,0/10,0/20,0/30,0/3,1/88
astonza01,BLK,4.5,0/8,0/5,0/10,0/20,0/30,0/3,0/88
astonza01,HIT,0.5,4/8,3/5,5/10,15/20,20/30,2/3,68/88
astonza01,HIT,1.5,4/8,3/5,4/10,13/20,17/30,1/3,53/88
astonza01,HIT,2.5,3/8,2/5,3/10,7/20,10/30,0/3,31/88
astonza01,HIT,3.5,3/8,2/5,3/10,5/20,7/30,0/3,19/88
astonza01,HIT,4.5,1/8,1/5,1/10,1/20,2/30,0/3,8/88
astonza01,HIT,5.5,0/8,0/5,0/10,0/20,0/30,0/3,2/88
athanan01,G,0.5,0/5,0/5,1/10,2/20,2/30,2/28,20/114
athanan01,A,0.5,0/5,0/5,0/10,1/20,4/30,5/28,21/114
athanan01,A,1.5,0/5,0/5,0/10,0/20,2/30,2/28,6/114
athanan01,PTS,0.5,0/5,0/5,1/10,3/20,6/30,7/28,38/114
athanan01,PTS,1.5,0/5,0/5,0/10,0/20,2/30,2/28,9/114
athanan01,PTS,2.5,0/5,0/5,0/10,0/20,0/30,0/28,2/114
athanan01,SOG,1.5,2/5,2/5,3/10,7/20,13/30,13/28,65/114
athanan01,SOG,2.5,1/5,1/5,1/10,2/20,4/30,4/28,34/114
athanan01,SOG,3.5,0/5,0/5,0/10,1/20,1/30,2/28,19/114
athanan01,SOG,4.5,0/5,0/5,0/10,0/20,0/30,1/28,7/114
athanan01,SOG,5.5,0/5,0/5,0/10,0/20,0/30,0/28,4/114
athanan01,BLK,0.5,3/5,3/5,7/10,15/20,17/30,14/28,52/114
athanan01,BLK,1.5,1/5,1/5,2/10,6/20,7/30,6/28,15/114
athanan01,BLK,2.5,0/5,0/5,0/10,1/20,1/30,1/28,2/114
athanan01,BLK,3.5,0/5,0/5,0/10,0/20,0/30,0/28,0/114
athanan01,BLK,4.5,0/5,0/5,0/10,0/20,0/30,0/28,0/114
athanan01,HIT,0.5,3/5,3/5,6/10,9/20,11/30,9/28,46/114
athanan01,HIT,1.5,1/5,1/5,1/10,1/20,1/30,1/28,9/114
athanan01,HIT,2.5,1/5,1/5,1/10,1/20,1/30,1/28,4/114
athanan01,HIT,3.5,0/5,0/5,0/10,0/20,0/30,0/28,0/114
athanan01,HIT,4.5,0/5,0/5,0/10,0/20,0/30,0/28,0/114
athanan01,HIT,5.5,0/5,0/5,0/10,0/20,0/30,0/28,0/114
atkinca01,G,0.5,0/6,0/5,0/10,0/20,1/30,11/70,11/76
atkinca01,A,0.5,1/6,1/5,1/10,1/20,2/30,12/70,13/76
atkinca01,A,1.5,0/6,0/5,0/10,0/20,0/30,2/70,2/76
atkinca01,PTS,0.5,1/6,1/5,1/10,1/20,2/30,20/70,21/76
atkinca01,PTS,1.5,0/6,0/5,0/10,0/20,1/30,6/70,6/76
atkinca01,PTS,2.5,0/6,0/5,0/10,0/20,0/30,2/70,2/76
atkinca01,SOG,1.5,2/6,2/5,2/10,4/20,10/30,47/70,49/76
atkinca01,SOG,2.5,1/6,1/5,1/10,3/20,5/30,32/70,33/76
atkinca01,SOG,3.5,0/6,0/5,0/10,0/20,1/30,18/70,18/76
