Game ID,Home Team,Away Team,Unnamed: 0_level_0,Unnamed: 1_level_0,Scoring,Scoring,Scoring,Unnamed: 5_level_0,Unnamed: 6_level_0,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,Player ID
,,,Rk,Player,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,
202410240DET,DET,NJD,19.0,Cam Talbot,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,3.0,60:00,talboca01
202410240DET,DET,NJD,,TOTAL,5,6,11,,22,3,2,0,,,,,20,25.0,,,
202410240TBL,TBL,MIN,1.0,Zach Bogosian,0,1,1,3.0,0,0,0,0,0.0,1.0,0.0,0.0,1,0.0,27.0,20:27,bogosza01
202410240TBL,TBL,MIN,2.0,Matt Boldy,1,1,2,0.0,0,0,1,0,1.0,1.0,0.0,0.0,5,20.0,18.0,17:02,boldyma01
202410240TBL,TBL,MIN,3.0,Jonas Brodin,0,1,1,2.0,0,0,0,0,0.0,1.0,0.0,0.0,1,0.0,32.0,23:33,brodijo01
202410240TBL,TBL,MIN,4.0,Declan Chisholm,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,16.0,12:23,chishde01
202410240TBL,TBL,MIN,5.0,Joel Eriksson Ek,1,0,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,3,33.3,20.0,18:30,eriksjo02
202410240TBL,TBL,MIN,6.0,Brock Faber,0,0,0,-2.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,27.0,26:11,faberbr01
202410240TBL,TBL,MIN,7.0,Marcus Foligno,0,0,0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0,,18.0,15:16,foligma01
202410240TBL,TBL,MIN,8.0,FrÃ©dÃ©rick Gaudreau,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,19.0,16:28,gaudrfr01
202410240TBL,TBL,MIN,9.0,Marcus Johansson,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,18.0,14:57,johanma03
202410240TBL,TBL,MIN,10.0,Kirill Kaprizov,2,1,3,0.0,0,2,0,0,0.0,0.0,1.0,0.0,2,100.0,19.0,22:08,kapriki01
202410240TBL,TBL,MIN,11.0,Marat Khusnutdinov,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,10.0,8:57,khusnma01
202410240TBL,TBL,MIN,12.0,Jakub Lauko,0,1,1,1.0,0,0,0,0,0.0,1.0,0.0,0.0,0,,12.0,9:15,laukoja01
202410240TBL,TBL,MIN,13.0,Jonathon Merrill,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,14.0,10:51,merrijo01
202410240TBL,TBL,MIN,14.0,Jacob Middleton,0,1,1,1.0,0,0,0,0,0.0,1.0,0.0,0.0,2,0.0,26.0,21:54,middlja01
202410240TBL,TBL,MIN,15.0,Liam Ohgren,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,9.0,6:51,ohgreli01
202410240TBL,TBL,MIN,16.0,Marco Rossi,0,1,1,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0,,19.0,17:18,rossima01
202410240TBL,TBL,MIN,17.0,Yakov Trenin,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,18.0,16:18,treniya01
202410240TBL,TBL,MIN,18.0,Mats Zuccarello,0,1,1,-1.0,0,0,0,0,0.0,0.0,1.0,0.0,2,0.0,17.0,19:41,zuccama01
202410240TBL,TBL,MIN,19.0,Marc-AndrÃ© Fleury,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,3.0,60:00,fleurma01
202410240TBL,TBL,MIN,,TOTAL,4,8,12,,2,3,1,0,,,,,18,22.2,,,
202410240TBL,TBL,MIN,1.0,Cam Atkinson,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,13.0,8:41,atkinca01
202410240TBL,TBL,MIN,2.0,Erik ÄernÃ¡k,0,1,1,-1.0,2,0,0,0,0.0,0.0,0.0,1.0,1,0.0,25.0,20:57,cernaer01
202410240TBL,TBL,MIN,3.0,Mitchell Chaffee,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,15.0,12:02,chaffmi01
202410240TBL,TBL,MIN,4.0,Anthony Cirelli,0,1,1,-1.0,0,0,0,0,0.0,0.0,0.0,1.0,2,0.0,20.0,17:57,cirelan01
202410240TBL,TBL,MIN,5.0,Michael Eyssimont,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,15.0,11:41,eyssimi01
202410240TBL,TBL,MIN,6.0,Conor Geekie,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,17.0,11:26,geekico01
202410240TBL,TBL,MIN,7.0,Zemgus Girgensons,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,17.0,10:42,girgeze01
202410240TBL,TBL,MIN,8.0,Luke Glendening,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,17.0,10:33,glendlu01
202410240TBL,TBL,MIN,9.0,Jake Guentzel,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,21.0,19:02,guentja01
202410240TBL,TBL,MIN,10.0,Brandon Hagel,1,0,1,-1.0,0,0,0,1,0.0,0.0,0.0,0.0,2,50.0,22.0,20:43,hagelbr01
202410240TBL,TBL,MIN,11.0,Victor Hedman,0,0,0,-2.0,2,0,0,0,0.0,0.0,0.0,0.0,4,0.0,26.0,23:05,hedmavi01
202410240TBL,TBL,MIN,12.0,Nikita Kucherov,1,0,1,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,100.0,22.0,20:57,kucheni01
202410240TBL,TBL,MIN,13.0,Emil Martinsen Lilleberg,0,0,0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,20.0,15:25,martiem01
202410240TBL,TBL,MIN,14.0,Ryan McDonagh,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,24.0,21:58,mcdonry01
202410240TBL,TBL,MIN,15.0,J.J. Moser,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,24.0,21:26,moserja01
202410240TBL,TBL,MIN,16.0,Nick Paul,0,1,1,0.0,2,0,0,0,0.0,1.0,0.0,0.0,1,0.0,17.0,13:33,paulni01
202410240TBL,TBL,MIN,17.0,Nicklaus Perbix,0,1,1,1.0,0,0,0,0,0.0,1.0,0.0,0.0,1,0.0,19.0,14:36,perbini01
202410240TBL,TBL,MIN,18.0,Brayden Point,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,21.0,19:59,pointbr01
202410240TBL,TBL,MIN,19.0,Andrei Vasilevskiy,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,4.0,58:56,vasilan02
202410240TBL,TBL,MIN,,TOTAL,2,4,6,,8,1,0,1,,,,,26,7.7,,,
202410240NYR,NYR,FLA,1.0,Uvis Balinskis,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,13.0,9:23,balinuv01
202410240NYR,NYR,FLA,2.0,Sam Bennett,1,0,1,2.0,0,1,0,0,0.0,0.0,0.0,0.0,3,33.3,25.0,16:23,bennesa01
202410240NYR,NYR,FLA,3.0,Adam Boqvist,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,15.0,11:13,boqviad01
202410240NYR,NYR,FLA,4.0,Jesper Boqvist,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,21.0,17:31,boqvije01
202410240NYR,NYR,FLA,5.0,Aaron Ekblad,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,31.0,25:08,ekblaaa01
202410240NYR,NYR,FLA,6.0,Gustav Forsling,0,1,1,1.0,0,0,0,0,0.0,1.0,0.0,0.0,1,0.0,30.0,24:38,forslgu02
202410240NYR,NYR,FLA,7.0,Patrick Giles,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,10.0,6:29,gilespa01
202410240NYR,NYR,FLA,8.0,A.J. Greer,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,17.0,12:04,greeraj01
202410240NYR,NYR,FLA,9.0,Dmitry Kulikov,0,1,1,1.0,2,0,0,0,0.0,1.0,0.0,0.0,2,0.0,30.0,20:57,kulikdm01
202410240NYR,NYR,FLA,10.0,Anton Lundell,1,0,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,100.0,25.0,20:12,lundean01
202410240NYR,NYR,FLA,11.0,Eetu Luostarinen,0,1,1,1.0,0,0,0,0,0.0,1.0,0.0,0.0,3,0.0,25.0,18:56,luostee01
202410240NYR,NYR,FLA,12.0,Niko Mikkola,0,1,1,1.0,0,0,0,0,0.0,1.0,0.0,0.0,0,,31.0,21:14,mikkoni01
202410240NYR,NYR,FLA,13.0,Sam Reinhart,0,1,1,1.0,2,0,0,0,0.0,1.0,0.0,0.0,2,0.0,24.0,19:48,reinhsa01
202410240NYR,NYR,FLA,14.0,Evan Rodrigues,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,19.0,14:51,rodriev01
202410240NYR,NYR,FLA,15.0,Mackie Samoskevich,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,10.0,6:12,samosma01
202410240NYR,NYR,FLA,16.0,Nate Schmidt,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,15.0,10:01,schmina01
202410240NYR,NYR,FLA,17.0,Matthew Tkachuk,0,0,0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,24.0,18:19,tkachma01
202410240NYR,NYR,FLA,18.0,Carter Verhaeghe,1,0,1,2.0,4,1,0,0,1.0,0.0,0.0,0.0,6,16.7,23.0,18:41,verhaca01
202410240NYR,NYR,FLA,19.0,Sergei Bobrovsky,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,3.0,60:00,bobrose01
202410240NYR,NYR,FLA,,TOTAL,3,5,8,,8,3,0,0,,,,,29,10.3,,,
202410240NYR,NYR,FLA,1.0,Jonny Brodzinski,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,11.0,8:39,brodzjo01
202410240NYR,NYR,FLA,2.0,Sam Carrick,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,12.0,9:07,carrisa01
202410240NYR,NYR,FLA,3.0,Filip Chytil,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,18.0,14:51,chytifi01
202410240NYR,NYR,FLA,4.0,William Cuylle,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,16.0,12:38,cuyllwi01
202410240NYR,NYR,FLA,5.0,Adam Edstrom,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,10.0,7:04,edstrad01
202410240NYR,NYR,FLA,6.0,Adam Fox,0,1,1,-1.0,0,0,0,0,0.0,1.0,0.0,0.0,2,0.0,24.0,23:02,foxad01
202410240NYR,NYR,FLA,7.0,Kaapo Kakko,0,0,0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0,,19.0,16:01,kakkoka01
202410240NYR,NYR,FLA,8.0,Chris Kreider,0,0,0,-2.0,0,0,0,0,0.0,0.0,0.0,0.0,4,0.0,23.0,19:55,kreidch01
202410240NYR,NYR,FLA,9.0,Alexis LafreniÃ¨re,1,0,1,0.0,0,1,0,0,0.0,0.0,0.0,0.0,2,50.0,21.0,18:16,lafreal01
202410240NYR,NYR,FLA,10.0,Ryan Lindgren,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,19.0,15:14,lindgry01
202410240NYR,NYR,FLA,11.0,Vittorio Mancini,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,17.0,16:36,mancivi01
202410240NYR,NYR,FLA,12.0,K'Andre Miller,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,26.0,22:51,milleka01
202410240NYR,NYR,FLA,13.0,Artemi Panarin,0,1,1,0.0,0,0,0,0,0.0,1.0,0.0,0.0,2,0.0,21.0,22:56,panarar01
202410240NYR,NYR,FLA,14.0,Braden Schneider,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,23.0,17:55,schnebr01
202410240NYR,NYR,FLA,15.0,Reilly Smith,0,0,0,-2.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,21.0,16:02,smithre01
202410240NYR,NYR,FLA,16.0,Vincent Trocheck,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,24.0,22:48,trochvi01
202410240NYR,NYR,FLA,17.0,Jacob Trouba,0,0,0,-1.0,2,0,0,0,0.0,0.0,0.0,0.0,1,0.0,23.0,15:48,troubja01
202410240NYR,NYR,FLA,18.0,Mika Zibanejad,0,0,0,-2.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,23.0,19:20,zibanmi01
202410240NYR,NYR,FLA,19.0,Igor Shesterkin,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,3.0,56:57,shestig01
202410240NYR,NYR,FLA,,TOTAL,1,2,3,,4,1,0,0,,,,,25,4.0,,,
202410240CGY,CGY,CAR,1.0,Sebastian Aho,0,1,1,0.0,0,0,0,0,0.0,0.0,1.0,0.0,3,0.0,24.0,18:40,ahose01
202410240CGY,CGY,CAR,2.0,Jackson Blake,0,0,0,-2.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,14.0,8:33,blakeja02
202410240CGY,CGY,CAR,3.0,Brent Burns,0,1,1,1.0,0,0,0,0,0.0,1.0,0.0,0.0,2,0.0,27.0,21:57,burnsbr01
202410240CGY,CGY,CAR,4.0,William Carrier,0,0,0,-2.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,16.0,9:41,carriwi01
202410240CGY,CGY,CAR,5.0,Jalen Chatfield,0,0,0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,5,0.0,27.0,20:16,chatfja01
202410240CGY,CGY,CAR,6.0,Jack Drury,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,14.0,10:00,druryja01
202410240CGY,CGY,CAR,7.0,Shayne Gostisbehere,0,1,1,0.0,0,0,0,0,0.0,1.0,0.0,0.0,3,0.0,23.0,17:59,gostish01
202410240CGY,CGY,CAR,8.0,Seth Jarvis,1,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,2,50.0,25.0,19:55,jarvise01
202410240CGY,CGY,CAR,9.0,Jesperi Kotkaniemi,0,1,1,2.0,2,0,0,0,0.0,1.0,0.0,0.0,3,0.0,22.0,14:31,kotkaje01
202410240CGY,CGY,CAR,10.0,Jordan Martinook,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,25.0,17:18,martijo01
202410240CGY,CGY,CAR,11.0,Martin NeÄas,1,1,2,2.0,0,1,0,0,1.0,0.0,1.0,0.0,6,16.7,26.0,18:29,necasma01
202410240CGY,CGY,CAR,12.0,Dmitry Orlov,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,25.0,19:47,orlovdm01
202410240CGY,CGY,CAR,13.0,Eric Robinson,1,0,1,2.0,0,1,0,0,0.0,0.0,0.0,0.0,4,25.0,22.0,13:47,robiner01
202410240CGY,CGY,CAR,14.0,Jack Roslovic,1,0,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,4,25.0,18.0,12:50,rosloja01
202410240CGY,CGY,CAR,15.0,Jaccob Slavin,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,26.0,20:56,slavija01
202410240CGY,CGY,CAR,16.0,Jordan Staal,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,25.0,15:54,staaljo01
202410240CGY,CGY,CAR,17.0,Andrei Svechnikov,0,1,1,1.0,0,0,0,0,0.0,1.0,0.0,0.0,4,0.0,21.0,18:03,svechan01
202410240CGY,CGY,CAR,18.0,Sean Walker,0,0,0,0.0,4,0,0,0,0.0,0.0,0.0,0.0,1,0.0,20.0,15:24,walkese01
202410240CGY,CGY,CAR,19.0,Pyotr Kochetkov,0,1,1,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0,,3.0,60:00,kochepy01
202410240CGY,CGY,CAR,,TOTAL,4,7,11,,8,3,1,0,,,,,43,9.3,,,
202410240CGY,CGY,CAR,1.0,Rasmus Andersson,0,1,1,-1.0,0,0,0,0,0.0,1.0,0.0,0.0,1,0.0,29.0,23:56,anderra01
202410240CGY,CGY,CAR,2.0,Mikael Backlund,0,1,1,0.0,0,0,0,0,0.0,1.0,0.0,0.0,5,0.0,23.0,18:49,backlmi01
202410240CGY,CGY,CAR,3.0,Kevin Bahl,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,28.0,21:01,bahlke01
202410240CGY,CGY,CAR,4.0,Jake Bean,1,0,1,0.0,0,1,0,0,0.0,0.0,0.0,0.0,3,33.3,23.0,15:28,beanja01
202410240CGY,CGY,CAR,5.0,Blake Coleman,0,0,0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,3,0.0,23.0,18:26,colembl01
202410240CGY,CGY,CAR,6.0,Matthew Coronato,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,15.0,10:21,coronma01
202410240CGY,CGY,CAR,7.0,Jonathan Huberdeau,1,0,1,0.0,0,1,0,0,0.0,0.0,0.0,0.0,2,50.0,22.0,16:21,huberjo01
202410240CGY,CGY,CAR,8.0,Nazem Kadri,0,0,0,-2.0,0,0,0,0,0.0,0.0,0.0,0.0,7,0.0,24.0,19:14,kadrina01
202410240CGY,CGY,CAR,9.0,Justin Kirkland,0,1,1,1.0,0,0,0,0,0.0,1.0,0.0,0.0,0,,19.0,14:28,kirklju01
202410240CGY,CGY,CAR,10.0,Andrei Kuzmenko,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,23.0,19:08,kuzmean01
202410240CGY,CGY,CAR,11.0,Ryan Lomberg,0,0,0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,1,0.0,10.0,6:42,lombery01
202410240CGY,CGY,CAR,12.0,Anthony Mantha,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,15.0,13:08,manthan01
202410240CGY,CGY,CAR,13.0,Daniil Miromanov,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,28.0,19:48,miromda01
202410240CGY,CGY,CAR,14.0,Brayden Pachal,0,0,0,1.0,2,0,0,0,0.0,0.0,0.0,0.0,1,0.0,21.0,12:56,pachabr01
202410240CGY,CGY,CAR,15.0,Martin Pospisil,0,0,0,-2.0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,22.0,16:29,pospima01
202410240CGY,CGY,CAR,16.0,Kevin Rooney,0,0,0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0,,13.0,8:09,rooneke01
202410240CGY,CGY,CAR,17.0,MacKenzie Weegar,0,0,0,-1.0,2,0,0,0,0.0,0.0,0.0,0.0,1,0.0,33.0,23:11,weegama01
202410240CGY,CGY,CAR,18.0,Connor Zary,0,1,1,0.0,0,0,0,0,0.0,1.0,0.0,0.0,2,0.0,18.0,16:39,zaryco01
202410240CGY,CGY,CAR,19.0,Daniel VladaÅ,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,4.0,59:34,vladada01
202410240CGY,CGY,CAR,,TOTAL,2,4,6,,10,2,0,0,,,,,32,6.3,,,
202410240UTA,UTA,COL,1.0,Ross Colton,1,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,3,33.3,12.0,11:07,coltoro01
202410240UTA,UTA,COL,2.0,Calvin de Haan,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,22.0,16:48,dehaaca01
202410240UTA,UTA,COL,3.0,Samuel Girard,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,29.0,22:47,girarsa01
202410240UTA,UTA,COL,4.0,Ivan Ivan,1,0,1,1.0,0,0,1,0,0.0,0.0,0.0,0.0,1,100.0,16.0,12:50,ivaniv01
202410240UTA,UTA,COL,5.0,Parker Kelly,0,0,0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,1,0.0,23.0,16:43,kellypa01
202410240UTA,UTA,COL,6.0,Joel Kiviranta,1,0,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,100.0,23.0,17:00,kivirjo01
202410240UTA,UTA,COL,7.0,Nikolai Kovalenko,0,2,2,1.0,0,0,0,0,0.0,2.0,0.0,0.0,1,0.0,20.0,13:17,kovalni01
202410240UTA,UTA,COL,8.0,Nathan MacKinnon,0,1,1,1.0,0,0,0,0,0.0,0.0,1.0,0.0,3,0.0,22.0,20:57,mackina01
202410240UTA,UTA,COL,9.0,Cale Makar,1,0,1,1.0,0,1,0,0,1.0,0.0,0.0,0.0,6,16.7,24.0,22:36,makarca01
202410240UTA,UTA,COL,10.0,Sam Malinski,0,1,1,1.0,0,0,0,0,0.0,1.0,0.0,0.0,1,0.0,21.0,14:40,malinsa01
202410240UTA,UTA,COL,11.0,Josh Manson,0,0,0,0.0,4,0,0,0,0.0,0.0,0.0,0.0,0,,28.0,19:53,mansojo01
202410240UTA,UTA,COL,12.0,Casey Mittelstadt,1,2,3,0.0,0,1,0,0,0.0,0.0,2.0,0.0,1,100.0,20.0,18:16,mitteca01
202410240UTA,UTA,COL,13.0,Logan O'Connor,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,23.0,14:41,oconnlo01
202410240UTA,UTA,COL,14.0,Mikko Rantanen,0,2,2,1.0,0,0,0,0,0.0,1.0,1.0,0.0,0,,22.0,21:29,rantami01
202410240UTA,UTA,COL,15.0,Matthew Stienburg,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,13.0,9:36,stienma01
202410240UTA,UTA,COL,16.0,Devon Toews,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,26.0,18:48,toewsde01
202410240UTA,UTA,COL,17.0,Chris Wagner,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,11.0,7:46,wagnech01
202410240UTA,UTA,COL,18.0,Miles Wood,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,20.0,14:57,woodmi01
202410240UTA,UTA,COL,19.0,Justus Annunen,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,4.0,59:49,annunju01
202410240UTA,UTA,COL,,TOTAL,5,8,13,,6,3,2,0,,,,,26,19.2,,,
202410240UTA,UTA,COL,1.0,Ian Cole,0,1,1,1.0,2,0,0,0,0.0,1.0,0.0,0.0,0,,30.0,20:30,coleia01
202410240UTA,UTA,COL,2.0,Logan Cooley,0,0,0,-2.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,19.0,13:20,coolelo01
202410240UTA,UTA,COL,3.0,Lawson Crouse,1,0,1,0.0,2,1,0,0,0.0,0.0,0.0,0.0,2,50.0,21.0,14:29,crousla01
202410240UTA,UTA,COL,4.0,Josh Doan,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,17.0,12:31,doanjo01
202410240UTA,UTA,COL,5.0,Dylan Guenther,0,0,0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,2,0.0,21.0,18:56,guentdy01
202410240UTA,UTA,COL,6.0,Barrett Hayton,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,22.0,19:39,haytoba01
202410240UTA,UTA,COL,7.0,Clayton Keller,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5,0.0,21.0,18:28,kellecl01
202410240UTA,UTA,COL,8.0,Alexander Kerfoot,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,19.0,14:13,kerfoal01
202410240UTA,UTA,COL,9.0,Michael Kesselring,0,0,0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,1,0.0,27.0,19:40,kessemi01
202410240UTA,UTA,COL,10.0,Vladislav Kolyachonok,0,0,0,-3.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,19.0,12:20,kolyavl01
202410240UTA,UTA,COL,11.0,Maveric Lamoureux,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,27.0,18:50,lamouma01
202410240UTA,UTA,COL,12.0,Matias Maccelli,0,1,1,1.0,0,0,0,0,0.0,1.0,0.0,0.0,0,,16.0,13:10,maccema01
202410240UTA,UTA,COL,13.0,Jack McBain,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,17.0,13:50,mcbaija03
202410240UTA,UTA,COL,14.0,Nick Schmaltz,0,0,0,-3.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,19.0,16:55,schmani01
202410240UTA,UTA,COL,15.0,Mikhail Sergachev,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,4,0.0,29.0,23:38,sergami01
202410240UTA,UTA,COL,16.0,Kevin Stenlund,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,19.0,13:50,stenlke01
202410240UTA,UTA,COL,17.0,Juuso VÃ¤limÃ¤ki,0,0,0,-3.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,25.0,17:43,valimju01
202410240UTA,UTA,COL,18.0,Kailer Yamamoto,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,16.0,10:44,yamamka01
202410240UTA,UTA,COL,19.0,Karel Vejmelka,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,3.0,60:00,vejmeka01
202410240UTA,UTA,COL,,TOTAL,1,2,3,,8,1,0,0,,,,,26,3.8,,,
202410240SEA,SEA,WPG,1.0,Mason Appleton,0,1,1,0.0,0,0,0,0,0.0,1.0,0.0,0.0,3,0.0,26.0,13:44,applema01
202410240SEA,SEA,WPG,2.0,Morgan Barron,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,18.0,11:35,barromo01
202410240SEA,SEA,WPG,3.0,Kyle Connor,0,2,2,0.0,0,0,0,0,0.0,2.0,0.0,0.0,1,0.0,23.0,19:48,connoky01
202410240SEA,SEA,WPG,4.0,Dylan DeMelo,0,0,0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0,,32.0,21:52,demeldy01
202410240SEA,SEA,WPG,5.0,Nikolaj Ehlers,1,0,1,1.0,0,1,0,0,1.0,0.0,0.0,0.0,3,33.3,23.0,17:11,ehlerni01
202410240SEA,SEA,WPG,6.0,Alex Iafallo,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,19.0,11:07,iafalal01
202410240SEA,SEA,WPG,7.0,Rasmus Kupari,0,0,0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,,19.0,10:53,kuparra01
202410240SEA,SEA,WPG,8.0,Adam Lowry,0,1,1,0.0,2,0,0,0,0.0,1.0,0.0,0.0,2,0.0,31.0,14:19,lowryad01
202410240SEA,SEA,WPG,9.0,Colin Miller,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,19.0,13:28,milleco02
202410240SEA,SEA,WPG,10.0,Josh Morrissey,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,31.0,27:36,morrijo04
