GameID,Game,Player,PlayerID,Team,Is_Home,Opp,,,
202412080DAL,DAL vs CGY,NILS LUNDKVIST,lundkni01,DAL,1,CGY,,,
202412080DAL,DAL vs CGY,ILYA LYUBUSHKIN,lyubuil01,DAL,1,CGY,,,
202412080DAL,DAL vs CGY,ANTHONY MANTHA,manthan01,CGY,0,DAL,,,
202412080DAL,DAL vs CGY,MASON MARCHMENT,marchma01,DAL,1,CGY,,,
202412080DAL,DAL vs CGY,DANIIL MIROMANOV,miromda01,CGY,0,DAL,,,
202412080DAL,DAL vs CGY,BRAYDEN PACHAL,pachabr01,CGY,0,DAL,,,
202412080DAL,DAL vs CGY,JOE PAVELSKI,paveljo01,DAL,1,CGY,,,
202412080DAL,DAL vs CGY,JAKOB PELLETIER,pelleja01,CGY,0,DAL,,,
202412080DAL,DAL vs CGY,ALEXANDER PETROVIC,petroal01,DAL,1,CGY,,,
202412080DAL,DAL vs CGY,MARTIN POSPISIL,pospima01,CGY,0,DAL,,,
202412080DAL,DAL vs CGY,JASON ROBERTSON,roberja01,DAL,1,CGY,,,
202412080DAL,DAL vs CGY,KEVIN ROONEY,rooneke01,CGY,0,DAL,,,
202412080DAL,DAL vs CGY,TYLER SEGUIN,seguity01,DAL,1,CGY,,,
202412080DAL,DAL vs CGY,YEGOR SHARANGOVICH,sharaye01,CGY,0,DAL,,,
202412080DAL,DAL vs CGY,BRENDAN SMITH,smithbr05,DAL,1,CGY,,,
202412080DAL,DAL vs CGY,ILYA SOLOVYOV,solovil01,CGY,0,DAL,,,
202412080DAL,DAL vs CGY,LOGAN STANKOVEN,stanklo01,DAL,1,CGY,,,
202412080DAL,DAL vs CGY,SAM STEEL,steelsa01,DAL,1,CGY,,,
202412080DAL,DAL vs CGY,MACKENZIE WEEGAR,weegama01,CGY,0,DAL,,,
202412080DAL,DAL vs CGY,CONNOR ZARY,zaryco01,CGY,0,DAL,,,
202412080NJD,NJD vs COL,NATHAN BASTIAN,bastina01,NJD,1,COL,,,
202412080NJD,NJD vs COL,JESPER BRATT,brattje01,NJD,1,COL,,,
202412080NJD,NJD vs COL,SEAMUS CASEY,caseyse01,NJD,1,COL,,,
202412080NJD,NJD vs COL,GRAEME CLARKE,clarkgr01,NJD,1,COL,,,
202412080NJD,NJD vs COL,ANDREW COGLIANO,coglian01,COL,0,NJD,,,
202412080NJD,NJD vs COL,ROSS COLTON,coltoro01,COL,0,NJD,,,
202412080NJD,NJD vs COL,PAUL COTTER,cottepa01,NJD,1,COL,,,
202412080NJD,NJD vs COL,CALVIN DE HAAN,dehaaca01,COL,0,NJD,,,
202412080NJD,NJD vs COL,BRENDEN DILLON,dillobr01,NJD,1,COL,,,
202412080NJD,NJD vs COL,JUSTIN DOWLING,dowliju01,NJD,1,COL,,,
202412080NJD,NJD vs COL,JONATHAN DROUIN,drouijo01,COL,0,NJD,,,
202412080NJD,NJD vs COL,NOLAN FOOTE,footeno01,NJD,1,COL,,,
202412080NJD,NJD vs COL,JEAN-LUC FOUDY,foudyje01,COL,0,NJD,,,
202412080NJD,NJD vs COL,SAMUEL GIRARD,girarsa01,COL,0,NJD,,,
202412080NJD,NJD vs COL,BRIAN HALONEN,halonbr01,NJD,1,COL,,,
202412080NJD,NJD vs COL,DOUGIE HAMILTON,hamildo01,NJD,1,COL,,,
202412080NJD,NJD vs COL,SANTERI HATAKKA,hataksa01,NJD,1,COL,,,
202412080NJD,NJD vs COL,ERIK HAULA,haulaer01,NJD,1,COL,,,
202412080NJD,NJD vs COL,NICO HISCHIER,hischni01,NJD,1,COL,,,
202412080NJD,NJD vs COL,JACK HUGHES,hugheja03,NJD,1,COL,,,
202412080NJD,NJD vs COL,LUKE HUGHES,hughelu01,NJD,1,COL,,,
202412080NJD,NJD vs COL,IVAN IVAN,ivaniv01,COL,0,NJD,,,
202412080NJD,NJD vs COL,PARKER KELLY,kellypa01,COL,0,NJD,,,
202412080NJD,NJD vs COL,JOEL KIVIRANTA,kivirjo01,COL,0,NJD,,,
202412080NJD,NJD vs COL,JOHNATHAN KOVACEVIC,kovacjo01,NJD,1,COL,,,
202412080NJD,NJD vs COL,NIKOLAI KOVALENKO,kovalni01,COL,0,NJD,,,
202412080NJD,NJD vs COL,OLIVER KYLINGTON,kylinol01,COL,0,NJD,,,
202412080NJD,NJD vs COL,SAMUEL LABERGE,labersa01,NJD,1,COL,,,
202412080NJD,NJD vs COL,CURTIS LAZAR,lazarcu01,NJD,1,COL,,,
202412080NJD,NJD vs COL,ARTTURI LEHKONEN,lehkoar01,COL,0,NJD,,,
202412080NJD,NJD vs COL,JOHN LUDVIG,ludvijo01,COL,0,NJD,,,
202412080NJD,NJD vs COL,KURTIS MACDERMID,macdeku01,NJD,1,COL,,,
202412080NJD,NJD vs COL,NATHAN MACKINNON,mackina01,COL,0,NJD,,,
202412080NJD,NJD vs COL,CALE MAKAR,makarca01,COL,0,NJD,,,
202412080NJD,NJD vs COL,SAM MALINSKI,malinsa01,COL,0,NJD,,,
202412080NJD,NJD vs COL,JOSH MANSON,mansojo01,COL,0,NJD,,,
202412080NJD,NJD vs COL,JOHN MARINO,marinjo01,NJD,1,COL,,,
202412080NJD,NJD vs COL,MICHAEL MCLEOD,mcleomi01,NJD,1,COL,,,
202412080NJD,NJD vs COL,TIMO MEIER,meierti01,NJD,1,COL,,,
202412080NJD,NJD vs COL,DAWSON MERCER,merceda01,NJD,1,COL,,,
202412080NJD,NJD vs COL,DANIIL MISYUL,misyuda01,NJD,1,COL,,,
202412080NJD,NJD vs COL,CASEY MITTELSTADT,mitteca01,COL,0,NJD,,,
202412080NJD,NJD vs COL,SIMON NEMEC,nemecsi01,NJD,1,COL,,,
202412080NJD,NJD vs COL,VALERI NICHUSHKIN,nichuva01,COL,0,NJD,,,
202412080NJD,NJD vs COL,STEFAN NOESEN,noesest01,NJD,1,COL,,,
202412080NJD,NJD vs COL,LOGAN O'CONNOR,oconnlo01,COL,0,NJD,,,
202412080NJD,NJD vs COL,OSKAR OLAUSSON,olausos01,COL,0,NJD,,,
202412080NJD,NJD vs COL,ONDREJ PALAT,palaton01,NJD,1,COL,,,
202412080NJD,NJD vs COL,ONDREJ PAVEL,pavelon02,COL,0,NJD,,,
202412080NJD,NJD vs COL,BRETT PESCE,pescebr01,NJD,1,COL,,,
202412080NJD,NJD vs COL,JASON POLIN,polinja01,COL,0,NJD,,,
202412080NJD,NJD vs COL,MIKKO RANTANEN,rantami01,COL,0,NJD,,,
202412080NJD,NJD vs COL,CALUM RITCHIE,ritchca01,COL,0,NJD,,,
202412080NJD,NJD vs COL,JONAS SIEGENTHALER,siegejo01,NJD,1,COL,,,
202412080NJD,NJD vs COL,MATT STIENBURG,stienma01,COL,0,NJD,,,
202412080NJD,NJD vs COL,TOMAS TATAR,tatarto01,NJD,1,COL,,,
202412080NJD,NJD vs COL,DEVON TOEWS,toewsde01,COL,0,NJD,,,
202412080NJD,NJD vs COL,T.J. TYNAN,tynant.01,COL,0,NJD,,,
202412080NJD,NJD vs COL,CHRIS WAGNER,wagnech01,COL,0,NJD,,,
202412080NJD,NJD vs COL,MILES WOOD,woodmi01,COL,0,NJD,,,
202412080NYR,NYR vs SEA,MATTY BENIERS,beniema01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,OLIVER BJORKSTRAND,bjorkol01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,WILL BORGEN,borgewi01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,JONNY BRODZINSKI,brodzjo01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,ANDRE BURAKOVSKY,burakan01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,SAM CARRICK,carrisa01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,FILIP CHYTIL,chytifi01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,WILL CUYLLE,cuyllwi01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,VINCE DUNN,dunnvi02,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,JORDAN EBERLE,eberljo01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,ADAM EDSTROM,edstrad01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,RYKER EVANS,evansry01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,CALE FLEURY,fleurca01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,ADAM FOX,foxad01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,YANNI GOURDE,gourdya01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,JOHN HAYDEN,haydejo01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,ZAC JONES,jonesza01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,KAAPO KAKKO,kakkoka01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,TYE KARTYE,kartyty01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,CHRIS KREIDER,kreidch01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,ALEXIS LAFRENIERE,lafreal01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,ADAM LARSSON,larssad01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,RYAN LINDGREN,lindgry01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,KOLE LIND,lindko01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,JOSH MAHURA,mahurjo01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,VICTOR MANCINI,mancivi01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,JARED MCCANN,mccanja01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,MAX MCCORMICK,mccorma01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,K'ANDRE MILLER,milleka01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,BRANDON MONTOUR,montobr01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,LOGAN MORRISON,morrilo01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,RILEY NASH,nashri02,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,JAMIE OLEKSIAK,oleksja01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,GUSTAV OLOFSSON,olofsgu01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,BRENNAN OTHMANN,othmabr01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,ARTEMI PANARIN,panarar01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,ANDREW POTURALSKI,poturan01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,MATT REMPE,rempema01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,BRANDON SCANLIN,scanlbr01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,BRADEN SCHNEIDER,schnebr01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,JUSTIN SCHULTZ,schulju01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,JADEN SCHWARTZ,schwaja01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,REILLY SMITH,smithre01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,CHANDLER STEPHENSON,stephch02,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,BRANDON TANEV,tanevbr01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,EELI TOLVANEN,tolvaee01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,VINCENT TROCHECK,trochvi01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,JACOB TROUBA,troubja01,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,JIMMY VESEY,veseyji02,NYR,1,SEA,,,
202412080NYR,NYR vs SEA,RYAN WINTERTON,wintery01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,SHANE WRIGHT,wrighsh01,SEA,0,NYR,,,
202412080NYR,NYR vs SEA,MIKA ZIBANEJAD,zibanmi01,NYR,1,SEA,,,
202412080OTT,OTT vs NYI,MICHAEL AMADIO,amadimi01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,MATHEW BARZAL,barzama01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,DRAKE BATHERSON,bathedr01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,JACOB BERNARD-DOCKER,bernaja01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,SAMUEL BOLDUC,boldusa01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,THOMAS CHABOT,chaboth01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,ROURKE CHARTIER,chartro01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,DENNIS CHOLOWSKI,cholode01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,CASEY CIZIKAS,cizikca01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,CAL CLUTTERBUCK,cluttca01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,NICK COUSINS,cousini01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,ANGUS CROOKSHANK,crookan01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,NOAH DOBSON,dobsono01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,ANTHONY DUCLAIR,duclaan01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,PIERRE ENGVALL,engvapi01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,HUDSON FASCHING,faschhu01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,LIAM FOUDY,foudyli01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,ADAM GAUDETTE,gaudead01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,JULIEN GAUTHIER,gauthju01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,CLAUDE GIROUX,giroucl01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,NOAH GREGOR,gregono01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,RIDLY GREIG,greigri01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,MAXENCE GUENETTE,guenema01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,TRAVIS HAMONIC,hamontr01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,SIMON HOLMSTROM,holmssi01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,BO HORVAT,horvabo01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,GRANT HUTTON,huttogr01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,RUSLAN ISKHAKOV,iskharu01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,ROBY JARVENTIE,jarvero01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,NICK JENSEN,jenseni02,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,TYLER KLEVEN,klevety01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,ANDERS LEE,leean01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,ZACK MACEWEN,macewza01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,KYLE MACLEAN,macleky01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,MATT MARTIN,martima02,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,NIKOLAS MATINPALO,matinni01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,SCOTT MAYFIELD,mayfisc01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,BROCK NELSON,nelsobr01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,JOSH NORRIS,norrijo01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,ZACK OSTAPCHUK,ostapza01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,JEAN-GABRIEL PAGEAU,pageaje01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,KYLE PALMIERI,palmiky01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,ADAM PELECH,pelecad01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,DAVID PERRON,perroda01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,SHANE PINTO,pintosh01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,RYAN PULOCK,pulocry01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,MIKE REILLY,reillmi01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,COLE REINHARDT,reinhco01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,ALEXANDER ROMANOV,romanal01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,JAKE SANDERSON,sandeja01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,JIRI SMEJKAL,smejkji01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,TIM STUTZLE,stuetti02,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,BRADY TKACHUK,tkachbr01,OTT,1,NYI,,,
202412080OTT,OTT vs NYI,MAXIM TSYPLAKOV,tsyplma01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,OLIVER WAHLSTROM,wahlsol01,NYI,0,OTT,,,
202412080OTT,OTT vs NYI,ARTEM ZUB,zubar01,OTT,1,NYI,,,
202412080PHI,PHI vs ARI,EMIL ANDRAE,andraem01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,RONNIE ATTARD,attarro01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,LOUIS BELPEDIO,belpelo01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,NICK BJUGSTAD,bjugsni01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,ROBERT BORTUZZO,borturo01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,TRAVIS BOYD,boydtr01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,BOBBY BRINK,brinkbo01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,JOSH BROWN,brownjo01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,MICHAEL CARCONE,carcomi01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,NOAH CATES,catesno01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,IAN COLE,coleia01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,LOGAN COOLEY,coolelo01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,SEAN COUTURIER,coutuse01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,CAMERON CROTTY,crottca01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,LAWSON CROUSE,crousla01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,NICOLAS DESLAURIERS,deslani01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,JOSH DOAN,doanjo01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,JAMIE DRYSDALE,drysdja01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,SEAN DURZI,durzise01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,JOEL FARABEE,farabjo01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,TYSON FOERSTER,foersty01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,MORGAN FROST,frostmo01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,RHETT GARDNER,gardnrh01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,ADAM GINNING,ginniad01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,DYLAN GUENTHER,guentdy01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,GARNET HATHAWAY,hathaga01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,BARRETT HAYTON,haytoba01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,JAN JENIK,jenikja01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,ERIK JOHNSON,johnser01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,MILOS KELEMEN,kelemmi01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,CLAYTON KELLER,kellecl01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,ALEX KERFOOT,kerfoal01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,MICHAEL KESSELRING,kessemi01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,PATRIK KOCH,kochpa01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,VLADISLAV KOLYACHONOK,kolyavl01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,TRAVIS KONECNY,konectr01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,MAVERIC LAMOUREUX,lamouma01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,SCOTT LAUGHTON,laughsc01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,JETT LUCHANKO,luchaje01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,OLLE LYCKSELL,lycksol01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,MATIAS MACCELLI,maccema01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,JACK MCBAIN,mcbaija03,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,MATVEI MICHKOV,michkma01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,LIAM O'BRIEN,obrieli01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,RYAN POEHLING,poehlry01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,AKU RATY,ratyak01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,RASMUS RISTOLAINEN,ristora01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,TRAVIS SANHEIM,sanhetr01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,NICK SCHMALTZ,schmani01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,NICK SEELER,seeleni01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,MIKHAIL SERGACHEV,sergami01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,VICTOR SODERSTROM,sodervi01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,KEVIN STENLUND,stenlke01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,MAKSYMILIAN SZUBER,szubema01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,OWEN TIPPETT,tippeow01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,JUUSO VALIMAKI,valimju01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,KAILER YAMAMOTO,yamamka01,ARI,0,PHI,,,
202412080PHI,PHI vs ARI,CAM YORK,yorkca01,PHI,1,ARI,,,
202412080PHI,PHI vs ARI,YEGOR ZAMULA,zamulye01,PHI,1,ARI,,,
202412080VAN,VAN vs TBL,NILS AMAN,amanni01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,CAM ATKINSON,atkinca01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,ARSHDEEP BAINS,bainsar01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,TEDDY BLUEGER,bluegte01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,BROCK BOESER,boesebr01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,ERIK BRANNSTROM,branner01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,DECLAN CARLILE,carlide01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,ERIK CERNAK,cernaer01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,MITCHELL CHAFFEE,chaffmi01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,ANTHONY CIRELLI,cirelan01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,MAXWELL CROZIER,crozima01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,JAKE DEBRUSK,debruja01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,VINCENT DESHARNAIS,deshavi01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,PHILLIP DI GIUSEPPE,digiuph01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,MICHAEL EYSSIMONT,eyssimi01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,DEREK FORBORT,forbode01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,CONOR GARLAND,garlaco01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,CONOR GEEKIE,geekico01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,ZEMGUS GIRGENSONS,girgeze01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,LUKE GLENDENING,glendlu01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,GAGE GONCALVES,goncaga01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,JAKE GUENTZEL,guentja01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,BRANDON HAGEL,hagelbr01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,VICTOR HEDMAN,hedmavi01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,DANTON HEINEN,heineda01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,AKITO HIROSE,hirosak01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,NILS HOGLANDER,hoglani01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,FILIP HRONEK,hronefi01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,QUINN HUGHES,hughequ01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,DAKOTA JOSHUA,joshuda01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,NOAH JUULSEN,juulsno01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,LINUS KARLSSON,karlsli01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,NIKITA KUCHEROV,kucheni01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,EMIL LILLEBERG,martiem01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,RYAN MCDONAGH,mcdonry01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,COLE MCWARD,mcwarco01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,WALTTERI MERELA,merelwa01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,J.T. MILLER,millejt01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,J.J. MOSER,moserja01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,TYLER MYERS,myersty01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,NICHOLAS PAUL,paulni01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,NICK PERBIX,perbini01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,ELIAS PETTERSSON,petteel01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,BRAYDEN POINT,pointbr01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,DARREN RADDYSH,raddyda01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,AATU RATY,ratyaa01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,CONOR SHEARY,shearco01,TBL,0,VAN,,,
202412080VAN,VAN vs TBL,KIEFER SHERWOOD,sherwki01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,CARSON SOUCY,soucyca01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,DANIEL SPRONG,spronda01,VAN,1,TBL,,,
202412080VAN,VAN vs TBL,PIUS SUTER,suterpi01,VAN,1,TBL,,,
202412080WPG,WPG vs CBJ,JARET ANDERSON-DOLAN,anderja01,WPG,1,CBJ,,,
202412080WPG,WPG vs CBJ,TYLER ANGLE,anglety01,CBJ,0,WPG,,,
202412080WPG,WPG vs CBJ,MASON APPLETON,applema01,WPG,1,CBJ,,,
202412080WPG,WPG vs CBJ,ZACH ASTON-REESE,astonza01,CBJ,0,WPG,,,
202412080WPG,WPG vs CBJ,MORGAN BARRON,barromo01,WPG,1,CBJ,,,
202412080WPG,WPG vs CBJ,NICK BLANKENBURG,blankni01,CBJ,0,WPG,,,
