Season,Player,Age,Team,Pos,GP,GS,W,L,T/O,GA,Shots,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,GAA/A,GPS,G,A,PTS,PIM,Awards,PlayerID,
2024-25,Spencer Martin,29,CAR,G,6,4,2,2,1,14,96,82,0.854,3.4,1,247.0166667,1,0.25,3,148,-4.5,3.64,0.1,0,0,0,0,,martisp01,
2024-25,James Reimer,36,ANA,G,2,2,0,2,0,9,66,57,0.864,4.5,0,120,1,0.5,1,138,-2.5,5,0.1,0,0,0,0,,reimeja01,
2024-25,Dennis Hildeby,23,TOR,G,2,2,1,1,0,8,61,53,0.869,4.03,0,119.1666667,1,0.5,1,133,-2,4.03,0.2,0,0,0,0,,hildede01,
2024-25,Yaroslav Askarov,22,SJS,G,2,2,1,0,1,4,55,51,0.927,1.96,0,122.35,2,1,0,74,1.4,1.96,0.5,0,1,1,0,,askarya01,
2024-25,James Reimer,36,BUF,G,1,1,1,0,0,2,33,31,0.939,2,0,59.95,1,1,0,61,1.3,2,0.3,0,0,0,0,,reimeja01,
2024-25,Ville Husso,29,DET,G,2,2,0,2,0,7,37,30,0.811,4.94,0,85.01666667,0,0,1,192,-3.3,4.94,-0.1,0,0,0,0,,hussovi01,
2024-25,Kaapo Kahkonen,28,COL,G,1,1,0,1,0,4,20,16,0.8,4.12,0,58.26666667,0,0,1,203,-2,4.12,-0.1,0,0,0,0,,kahkoka01,
2024-25,Mads Sogaard,24,OTT,G,1,0,1,0,0,4,17,13,0.765,6.96,0,34.48333333,0,,0,238,-2.3,6.96,-0.1,0,0,0,0,,sogaama0,
2024-25,Akira Schmid,24,VEG,G,1,0,0,0,0,0,12,12,1,0,0,33.41666667,0,,0,0,1.2,0,0.2,0,0,0,0,,schmiak01,
2024-25,Trent Miner,23,COL,G,1,0,0,0,0,1,13,12,0.923,1.72,0,34.96666667,0,,0,78,0.3,1.72,0.1,0,0,0,0,,minertr01,
2024-25,Pheonix Copley,33,LAK,G,1,0,0,0,0,2,12,10,0.833,4.37,0,27.48333333,0,,0,169,-0.8,4.37,0,0,0,0,0,,copleph01,
