Line ID,Game ID,Player Name,Normalized Name,Team,Market,Line,League,Sportsbook,Game Date,Start Time,Score,Grade,Latest Line Change,Change Timestamp
prizepicks_3304884,2024-11-10_edmonton-oilers_vancouver-canucks,Conor Garland,conor garland,vancouver canucks,points,0.5,NHL,PrizePicks,2024-11-10,2024-11-10T03:00:00.000Z,,not-started,0.5,2024-11-09T15:47:26.575Z
prizepicks_3304883,2024-11-10_edmonton-oilers_vancouver-canucks,Connor McDavid,connor mcdavid,edmonton oilers,points,1.5,NHL,PrizePicks,2024-11-10,2024-11-10T03:00:00.000Z,,not-started,1.5,2024-11-09T15:47:26.575Z
prizepicks_3303827,2024-11-10_edmonton-oilers_vancouver-canucks,Jeff Skinner,jeff skinner,edmonton oilers,shots on goal,2.5,NHL,PrizePicks,2024-11-10,2024-11-10T03:00:00.000Z,,not-started,2.5,2024-11-09T08:17:26.408Z
prizepicks_3303824,2024-11-10_edmonton-oilers_vancouver-canucks,Quinn Hughes,quinn hughes,vancouver canucks,shots on goal,2.5,NHL,PrizePicks,2024-11-10,2024-11-10T03:00:00.000Z,,not-started,2.5,2024-11-09T08:17:26.408Z
prizepicks_3304881,2024-11-10_columbus-blue-jackets_los-angeles-kings,Alex Laferriere,alex laferriere,los angeles kings,points,0.5,NHL,PrizePicks,2024-11-10,2024-11-10T02:00:00.000Z,,not-started,0.5,2024-11-09T15:47:26.575Z
prizepicks_3303863,2024-11-10_carolina-hurricanes_colorado-avalanche,Martin Necas,martin necas,carolina hurricanes,assists,0.5,NHL,PrizePicks,2024-11-10,2024-11-10T02:00:00.000Z,,not-started,0.5,2024-11-09T09:37:26.401Z
prizepicks_3303857,2024-11-10_columbus-blue-jackets_los-angeles-kings,Alex Laferriere,alex laferriere,los angeles kings,points,0.5,NHL,PrizePicks,2024-11-10,2024-11-10T02:00:00.000Z,,not-started,0.5,2024-11-09T08:54:26.381Z
