Season,Date,Game,GameID,Home,HomeID,G,Away,AwayID,GA
2024-25,10/10/2024,BUF vs LAK,202410100BUF,Buffalo Sabres,BUF,1,Los Angeles Kings,LAK,3
2024-25,10/10/2024,DET vs PIT,202410100DET,Detroit Red Wings,DET,3,Pittsburgh Penguins,PIT,6
2024-25,10/10/2024,NJD vs TOR,202410100NJD,New Jersey Devils,NJD,2,Toronto Maple Leafs,TOR,4
2024-25,10/10/2024,SJS vs STL,202410100SJS,San Jose Sharks,SJS,4,St. Louis Blues,STL,5
2024-25,10/10/2024,NSH vs DAL,202410100NSH,Nashville Predators,NSH,3,Dallas Stars,DAL,4
2024-25,10/10/2024,NYI vs ARI,202410100NYI,New York Islanders,NYI,4,Arizona Coyotes,ARI,5
2024-25,10/10/2024,BOS vs MTL,202410100BOS,Boston Bruins,BOS,6,Montreal Canadiens,MTL,4
2024-25,10/10/2024,MIN vs CBJ,202410100MIN,Minnesota Wild,MIN,3,Columbus Blue Jackets,CBJ,2
2024-25,10/10/2024,OTT vs FLA,202410100OTT,Ottawa Senators,OTT,3,Florida Panthers,FLA,1
2024-25,10/9/2024,EDM vs WPG,202410090EDM,Edmonton Oilers,EDM,0,Winnipeg Jets,WPG,6
2024-25,10/9/2024,PIT vs NYR,202410090PIT,Pittsburgh Penguins,PIT,0,New York Rangers,NYR,6
2024-25,10/9/2024,VAN vs CGY,202410090VAN,Vancouver Canucks,VAN,5,Calgary Flames,CGY,6
2024-25,10/9/2024,MTL vs TOR,202410090MTL,Montreal Canadiens,MTL,1,Toronto Maple Leafs,TOR,0
2024-25,10/9/2024,VEG vs COL,202410090VEG,Vegas Golden Knights,VEG,8,Colorado Avalanche,COL,4
2024-25,10/8/2024,SEA vs STL,202410080SEA,Seattle Kraken,SEA,2,St. Louis Blues,STL,3
2024-25,10/8/2024,ARI vs CHI,202410080UTA,Arizona Coyotes,ARI,5,Chicago Blackhawks,CHI,2
2024-25,10/8/2024,FLA vs BOS,202410080FLA,Florida Panthers,FLA,6,Boston Bruins,BOS,4
2024-25,10/5/2024,NJD vs BUF,202410050NJD,New Jersey Devils,NJD,3,Buffalo Sabres,BUF,1
2024-25,10/4/2024,BUF vs NJD,202410040BUF,Buffalo Sabres,BUF,1,New Jersey Devils,NJD,4
2023-24,4/18/2024,MIN vs SEA,202404180MIN,Minnesota Wild,MIN,3,Seattle Kraken,SEA,4
2023-24,4/18/2024,VEG vs ANA,202404180VEG,Vegas Golden Knights,VEG,1,Anaheim Ducks,ANA,4
2023-24,4/18/2024,CGY vs SJS,202404180CGY,Calgary Flames,CGY,5,San Jose Sharks,SJS,1
2023-24,4/18/2024,COL vs EDM,202404180COL,Colorado Avalanche,COL,5,Edmonton Oilers,EDM,1
2023-24,4/18/2024,LAK vs CHI,202404180LAK,Los Angeles Kings,LAK,5,Chicago Blackhawks,CHI,4
2023-24,4/18/2024,WPG vs VAN,202404180WPG,Winnipeg Jets,WPG,4,Vancouver Canucks,VAN,2
2023-24,4/17/2024,ARI vs EDM,202404170ARI,Arizona Coyotes,ARI,5,Edmonton Oilers,EDM,2
2023-24,4/17/2024,DAL vs STL,202404170DAL,Dallas Stars,DAL,1,St. Louis Blues,STL,1
2023-24,4/17/2024,NYI vs PIT,202404170NYI,New York Islanders,NYI,5,Pittsburgh Penguins,PIT,4
2023-24,4/17/2024,TBL vs TOR,202404170TBL,Tampa Bay Lightning,TBL,6,Toronto Maple Leafs,TOR,4
2023-24,4/16/2024,BOS vs OTT,202404160BOS,Boston Bruins,BOS,1,Ottawa Senators,OTT,3
2023-24,4/16/2024,PHI vs WSH,202404160PHI,Philadelphia Flyers,PHI,1,Washington Capitals,WSH,2
2023-24,4/16/2024,MTL vs DET,202404160MTL,Montreal Canadiens,MTL,4,Detroit Red Wings,DET,4
2023-24,4/16/2024,FLA vs TOR,202404160FLA,Florida Panthers,FLA,5,Toronto Maple Leafs,TOR,2
2023-24,4/16/2024,CBJ vs CAR,202404160CBJ,Columbus Blue Jackets,CBJ,6,Carolina Hurricanes,CAR,3
2023-24,4/16/2024,VAN vs CGY,202404160VAN,Vancouver Canucks,VAN,4,Calgary Flames,CGY,1
2023-24,4/16/2024,VEG vs CHI,202404160VEG,Vegas Golden Knights,VEG,3,Chicago Blackhawks,CHI,1
2023-24,4/16/2024,WPG vs SEA,202404160WPG,Winnipeg Jets,WPG,4,Seattle Kraken,SEA,3
2023-24,4/15/2024,LAK vs MIN,202404150LAK,Los Angeles Kings,LAK,1,Minnesota Wild,MIN,3
2023-24,4/15/2024,NJD vs NYI,202404150NJD,New Jersey Devils,NJD,1,New York Islanders,NYI,4
2023-24,4/15/2024,TBL vs BUF,202404150TBL,Tampa Bay Lightning,TBL,2,Buffalo Sabres,BUF,4
2023-24,4/15/2024,DET vs MTL,202404150DET,Detroit Red Wings,DET,5,Montreal Canadiens,MTL,4
2023-24,4/15/2024,EDM vs SJS,202404150EDM,Edmonton Oilers,EDM,9,San Jose Sharks,SJS,2
2023-24,4/15/2024,NYR vs OTT,202404150NYR,New York Rangers,NYR,4,Ottawa Senators,OTT,0
2023-24,4/15/2024,PIT vs NSH,202404150PIT,Pittsburgh Penguins,PIT,4,Nashville Predators,NSH,2
2023-24,4/15/2024,WSH vs BOS,202404150WSH,Washington Capitals,WSH,2,Boston Bruins,BOS,0
2023-24,4/14/2024,CHI vs CAR,202404140CHI,Chicago Blackhawks,CHI,2,Carolina Hurricanes,CAR,4
2023-24,4/14/2024,CGY vs ARI,202404140CGY,Calgary Flames,CGY,6,Arizona Coyotes,ARI,5
2023-24,4/14/2024,STL vs SEA,202404140STL,St. Louis Blues,STL,4,Seattle Kraken,SEA,1
2023-24,4/14/2024,VEG vs COL,202404140VEG,Vegas Golden Knights,VEG,4,Colorado Avalanche,COL,3
2023-24,4/13/2024,COL vs WPG,202404130COL,Colorado Avalanche,COL,0,Winnipeg Jets,WPG,7
2023-24,4/13/2024,EDM vs VAN,202404130EDM,Edmonton Oilers,EDM,1,Vancouver Canucks,VAN,3
2023-24,4/13/2024,PIT vs BOS,202404130PIT,Pittsburgh Penguins,PIT,4,Boston Bruins,BOS,6
2023-24,4/13/2024,SJS vs MIN,202404130SJS,San Jose Sharks,SJS,2,Minnesota Wild,MIN,6
2023-24,4/13/2024,TOR vs DET,202404130TOR,Toronto Maple Leafs,TOR,4,Detroit Red Wings,DET,5
2023-24,4/13/2024,DAL vs SEA,202404130DAL,Dallas Stars,DAL,3,Seattle Kraken,SEA,1
2023-24,4/13/2024,FLA vs BUF,202404130FLA,Florida Panthers,FLA,3,Buffalo Sabres,BUF,2
2023-24,4/13/2024,LAK vs ANA,202404130LAK,Los Angeles Kings,LAK,3,Anaheim Ducks,ANA,1
2023-24,4/13/2024,NSH vs CBJ,202404130NSH,Nashville Predators,NSH,6,Columbus Blue Jackets,CBJ,4
2023-24,4/13/2024,NYR vs NYI,202404130NYR,New York Rangers,NYR,2,New York Islanders,NYI,2
2023-24,4/13/2024,OTT vs MTL,202404130OTT,Ottawa Senators,OTT,4,Montreal Canadiens,MTL,4
2023-24,4/13/2024,PHI vs NJD,202404130PHI,Philadelphia Flyers,PHI,1,New Jersey Devils,NJD,0
2023-24,4/13/2024,WSH vs TBL,202404130WSH,Washington Capitals,WSH,4,Tampa Bay Lightning,TBL,2
2023-24,4/12/2024,ANA vs CGY,202404120ANA,Anaheim Ducks,ANA,3,Calgary Flames,CGY,6
2023-24,4/12/2024,CHI vs NSH,202404120CHI,Chicago Blackhawks,CHI,1,Nashville Predators,NSH,5
2023-24,4/12/2024,EDM vs ARI,202404120EDM,Edmonton Oilers,EDM,2,Arizona Coyotes,ARI,3
2023-24,4/12/2024,STL vs CAR,202404120STL,St. Louis Blues,STL,2,Carolina Hurricanes,CAR,5
2023-24,4/12/2024,VEG vs MIN,202404120VEG,Vegas Golden Knights,VEG,7,Minnesota Wild,MIN,2
2023-24,4/11/2024,DAL vs WPG,202404110DAL,Dallas Stars,DAL,0,Winnipeg Jets,WPG,3
2023-24,4/11/2024,NYR vs PHI,202404110NYR,New York Rangers,NYR,1,Philadelphia Flyers,PHI,4
2023-24,4/11/2024,SEA vs SJS,202404110SEA,Seattle Kraken,SEA,1,San Jose Sharks,SJS,3
2023-24,4/11/2024,TBL vs OTT,202404110TBL,Tampa Bay Lightning,TBL,2,Ottawa Senators,OTT,2
2023-24,4/11/2024,TOR vs NJD,202404110TOR,Toronto Maple Leafs,TOR,5,New Jersey Devils,NJD,6
2023-24,4/11/2024,BUF vs WSH,202404110BUF,Buffalo Sabres,BUF,4,Washington Capitals,WSH,2
2023-24,4/11/2024,FLA vs CBJ,202404110FLA,Florida Panthers,FLA,4,Columbus Blue Jackets,CBJ,0
2023-24,4/11/2024,LAK vs CGY,202404110LAK,Los Angeles Kings,LAK,4,Calgary Flames,CGY,1
2023-24,4/11/2024,NYI vs MTL,202404110NYI,New York Islanders,NYI,3,Montreal Canadiens,MTL,2
2023-24,4/11/2024,PIT vs DET,202404110PIT,Pittsburgh Penguins,PIT,6,Detroit Red Wings,DET,5
2023-24,4/10/2024,VAN vs ARI,202404100VAN,Vancouver Canucks,VAN,3,Arizona Coyotes,ARI,4
2023-24,4/10/2024,EDM vs VEG,202404100EDM,Edmonton Oilers,EDM,5,Vegas Golden Knights,VEG,1
2023-24,4/10/2024,STL vs CHI,202404100STL,St. Louis Blues,STL,5,Chicago Blackhawks,CHI,2
2023-24,4/9/2024,BOS vs CAR,202404090BOS,Boston Bruins,BOS,1,Carolina Hurricanes,CAR,4
2023-24,4/9/2024,DET vs WSH,202404090DET,Detroit Red Wings,DET,1,Washington Capitals,WSH,2
2023-24,4/9/2024,NJD vs TOR,202404090NJD,New Jersey Devils,NJD,2,Toronto Maple Leafs,TOR,5
2023-24,4/9/2024,NSH vs WPG,202404090NSH,Nashville Predators,NSH,3,Winnipeg Jets,WPG,4
2023-24,4/9/2024,SJS vs CGY,202404090SJS,San Jose Sharks,SJS,2,Calgary Flames,CGY,3
2023-24,4/9/2024,ANA vs LAK,202404090ANA,Anaheim Ducks,ANA,3,Los Angeles Kings,LAK,1
2023-24,4/9/2024,COL vs MIN,202404090COL,Colorado Avalanche,COL,5,Minnesota Wild,MIN,2
2023-24,4/9/2024,FLA vs OTT,202404090FLA,Florida Panthers,FLA,2,Ottawa Senators,OTT,0
2023-24,4/9/2024,MTL vs PHI,202404090MTL,Montreal Canadiens,MTL,9,Philadelphia Flyers,PHI,3
2023-24,4/9/2024,NYI vs NYR,202404090NYI,New York Islanders,NYI,4,New York Rangers,NYR,2
2023-24,4/9/2024,DAL vs BUF,202404090DAL,Dallas Stars,DAL,3,Buffalo Sabres,BUF,2
2023-24,4/9/2024,SEA vs ARI,202404090SEA,Seattle Kraken,SEA,5,Arizona Coyotes,ARI,0
2023-24,4/9/2024,TBL vs CBJ,202404090TBL,Tampa Bay Lightning,TBL,5,Columbus Blue Jackets,CBJ,2
2023-24,4/8/2024,VAN vs VEG,202404080VAN,Vancouver Canucks,VAN,4,Vegas Golden Knights,VEG,3
2023-24,4/8/2024,TOR vs PIT,202404080TOR,Toronto Maple Leafs,TOR,3,Pittsburgh Penguins,PIT,2
2023-24,4/7/2024,ANA vs STL,202404070ANA,Anaheim Ducks,ANA,5,St. Louis Blues,STL,5
2023-24,4/7/2024,CHI vs MIN,202404070CHI,Chicago Blackhawks,CHI,0,Minnesota Wild,MIN,4
2023-24,4/7/2024,COL vs DAL,202404070COL,Colorado Avalanche,COL,4,Dallas Stars,DAL,7
2023-24,4/7/2024,NJD vs NSH,202404070NJD,New Jersey Devils,NJD,2,Nashville Predators,NSH,2
2023-24,4/7/2024,SJS vs ARI,202404070SJS,San Jose Sharks,SJS,2,Arizona Coyotes,ARI,5
2023-24,4/7/2024,WSH vs OTT,202404070WSH,Washington Capitals,WSH,2,Ottawa Senators,OTT,3
2023-24,4/7/2024,CAR vs CBJ,202404070CAR,Carolina Hurricanes,CAR,3,Columbus Blue Jackets,CBJ,0
2023-24,4/7/2024,DET vs BUF,202404070DET,Detroit Red Wings,DET,3,Buffalo Sabres,BUF,1
2023-24,4/7/2024,NYR vs MTL,202404070NYR,New York Rangers,NYR,5,Montreal Canadiens,MTL,2
2023-24,4/6/2024,CGY vs EDM,202404060CGY,Calgary Flames,CGY,2,Edmonton Oilers,EDM,4
2023-24,4/6/2024,MIN vs WPG,202404060MIN,Minnesota Wild,MIN,2,Winnipeg Jets,WPG,4
2023-24,4/6/2024,MTL vs TOR,202404060MTL,Montreal Canadiens,MTL,2,Toronto Maple Leafs,TOR,4
2023-24,4/6/2024,OTT vs NJD,202404060OTT,Ottawa Senators,OTT,3,New Jersey Devils,NJD,4
2023-24,4/6/2024,BOS vs FLA,202404060BOS,Boston Bruins,BOS,3,Florida Panthers,FLA,2
2023-24,4/6/2024,CBJ vs PHI,202404060CBJ,Columbus Blue Jackets,CBJ,6,Philadelphia Flyers,PHI,2
2023-24,4/6/2024,CHI vs DAL,202404060CHI,Chicago Blackhawks,CHI,3,Dallas Stars,DAL,2
2023-24,4/6/2024,LAK vs VAN,202404060LAK,Los Angeles Kings,LAK,6,Vancouver Canucks,VAN,3
2023-24,4/6/2024,PIT vs TBL,202404060PIT,Pittsburgh Penguins,PIT,5,Tampa Bay Lightning,TBL,4
2023-24,4/6/2024,SJS vs STL,202404060SJS,San Jose Sharks,SJS,3,St. Louis Blues,STL,2
2023-24,4/6/2024,NYI vs NSH,202404060NYI,New York Islanders,NYI,2,Nashville Predators,NSH,0
2023-24,4/5/2024,ANA vs SEA,202404050ANA,Anaheim Ducks,ANA,1,Seattle Kraken,SEA,3
2023-24,4/5/2024,DET vs NYR,202404050DET,Detroit Red Wings,DET,3,New York Rangers,NYR,4
2023-24,4/5/2024,ARI vs VEG,202404050ARI,Arizona Coyotes,ARI,7,Vegas Golden Knights,VEG,4
2023-24,4/5/2024,BUF vs PHI,202404050BUF,Buffalo Sabres,BUF,4,Philadelphia Flyers,PHI,2
2023-24,4/5/2024,CAR vs WSH,202404050CAR,Carolina Hurricanes,CAR,4,Washington Capitals,WSH,2
2023-24,4/5/2024,EDM vs COL,202404050EDM,Edmonton Oilers,EDM,6,Colorado Avalanche,COL,2
2023-24,4/4/2024,CBJ vs NYI,202404040CBJ,Columbus Blue Jackets,CBJ,2,New York Islanders,NYI,4
2023-24,4/4/2024,MTL vs TBL,202404040MTL,Montreal Canadiens,MTL,4,Tampa Bay Lightning,TBL,7
2023-24,4/4/2024,CAR vs BOS,202404040CAR,Carolina Hurricanes,CAR,1,Boston Bruins,BOS,4
2023-24,4/4/2024,MIN vs COL,202404040MIN,Minnesota Wild,MIN,2,Colorado Avalanche,COL,5
2023-24,4/4/2024,OTT vs FLA,202404040OTT,Ottawa Senators,OTT,0,Florida Panthers,FLA,6
2023-24,4/4/2024,SJS vs LAK,202404040SJS,San Jose Sharks,SJS,1,Los Angeles Kings,LAK,2
2023-24,4/4/2024,WSH vs PIT,202404040WSH,Washington Capitals,WSH,1,Pittsburgh Penguins,PIT,4
2023-24,4/4/2024,NSH vs STL,202404040NSH,Nashville Predators,NSH,6,St. Louis Blues,STL,3
2023-24,4/4/2024,WPG vs CGY,202404040WPG,Winnipeg Jets,WPG,5,Calgary Flames,CGY,2
2023-24,4/3/2024,ARI vs VAN,202404030ARI,Arizona Coyotes,ARI,1,Vancouver Canucks,VAN,2
2023-24,4/3/2024,TOR vs TBL,202404030TOR,Toronto Maple Leafs,TOR,1,Tampa Bay Lightning,TBL,4
2023-24,4/3/2024,DAL vs EDM,202404030DAL,Dallas Stars,DAL,5,Edmonton Oilers,EDM,0
2023-24,4/3/2024,LAK vs SEA,202404030LAK,Los Angeles Kings,LAK,5,Seattle Kraken,SEA,2
2023-24,4/3/2024,NYR vs NJD,202404030NYR,New York Rangers,NYR,4,New Jersey Devils,NJD,3
2023-24,4/2/2024,NJD vs PIT,202404020NJD,New Jersey Devils,NJD,3,Pittsburgh Penguins,PIT,6
2023-24,4/2/2024,CGY vs ANA,202404020CGY,Calgary Flames,CGY,3,Anaheim Ducks,ANA,5
2023-24,4/2/2024,NSH vs BOS,202404020NSH,Nashville Predators,NSH,0,Boston Bruins,BOS,3
2023-24,4/2/2024,BUF vs WSH,202404020BUF,Buffalo Sabres,BUF,6,Washington Capitals,WSH,2
2023-24,4/2/2024,MIN vs OTT,202404020MIN,Minnesota Wild,MIN,3,Ottawa Senators,OTT,2
2023-24,4/2/2024,MTL vs FLA,202404020MTL,Montreal Canadiens,MTL,5,Florida Panthers,FLA,3
2023-24,4/2/2024,NYI vs CHI,202404020NYI,New York Islanders,NYI,2,Chicago Blackhawks,CHI,1
2023-24,4/2/2024,VEG vs VAN,202404020VEG,Vegas Golden Knights,VEG,6,Vancouver Canucks,VAN,3
2023-24,4/1/2024,NYR vs PIT,202404010NYR,New York Rangers,NYR,2,Pittsburgh Penguins,PIT,5
2023-24,4/1/2024,PHI vs NYI,202404010PHI,Philadelphia Flyers,PHI,3,New York Islanders,NYI,4
2023-24,4/1/2024,SJS vs SEA,202404010SJS,San Jose Sharks,SJS,2,Seattle Kraken,SEA,4
2023-24,4/1/2024,TBL vs DET,202404010TBL,Tampa Bay Lightning,TBL,2,Detroit Red Wings,DET,4
2023-24,4/1/2024,CBJ vs COL,202404010CBJ,Columbus Blue Jackets,CBJ,4,Colorado Avalanche,COL,1
2023-24,4/1/2024,STL vs EDM,202404010STL,St. Louis Blues,STL,3,Edmonton Oilers,EDM,2
2023-24,4/1/2024,TOR vs FLA,202404010TOR,Toronto Maple Leafs,TOR,6,Florida Panthers,FLA,4
2023-24,4/1/2024,WPG vs LAK,202404010WPG,Winnipeg Jets,WPG,4,Los Angeles Kings,LAK,3
2023-24,3/31/2024,VAN vs ANA,202403310VAN,Vancouver Canucks,VAN,3,Anaheim Ducks,ANA,2
2023-24,3/30/2024,ARI vs NYR,202403300ARI,Arizona Coyotes,ARI,5,New York Rangers,NYR,8
2023-24,3/30/2024,BUF vs TOR,202403300BUF,Buffalo Sabres,BUF,0,Toronto Maple Leafs,TOR,3
2023-24,3/30/2024,MIN vs VEG,202403300MIN,Minnesota Wild,MIN,1,Vegas Golden Knights,VEG,2
2023-24,3/30/2024,MTL vs CAR,202403300MTL,Montreal Canadiens,MTL,0,Carolina Hurricanes,CAR,3
2023-24,3/30/2024,PHI vs CHI,202403300PHI,Philadelphia Flyers,PHI,1,Chicago Blackhawks,CHI,5
2023-24,3/30/2024,SEA vs DAL,202403300SEA,Seattle Kraken,SEA,0,Dallas Stars,DAL,3
2023-24,3/30/2024,STL vs SJS,202403300STL,St. Louis Blues,STL,0,San Jose Sharks,SJS,4
2023-24,3/30/2024,WPG vs OTT,202403300WPG,Winnipeg Jets,WPG,2,Ottawa Senators,OTT,3
2023-24,3/30/2024,WSH vs BOS,202403300WSH,Washington Capitals,WSH,2,Boston Bruins,BOS,2
2023-24,3/30/2024,CBJ vs PIT,202403300CBJ,Columbus Blue Jackets,CBJ,3,Pittsburgh Penguins,PIT,3
2023-24,3/30/2024,CGY vs LAK,202403300CGY,Calgary Flames,CGY,4,Los Angeles Kings,LAK,2
2023-24,3/30/2024,COL vs NSH,202403300COL,Colorado Avalanche,COL,7,Nashville Predators,NSH,4
2023-24,3/30/2024,EDM vs ANA,202403300EDM,Edmonton Oilers,EDM,6,Anaheim Ducks,ANA,1
2023-24,3/30/2024,FLA vs DET,202403300FLA,Florida Panthers,FLA,2,Detroit Red Wings,DET,2
2023-24,3/30/2024,TBL vs NYI,202403300TBL,Tampa Bay Lightning,TBL,4,New York Islanders,NYI,1
2023-24,3/29/2024,BUF vs NJD,202403290BUF,Buffalo Sabres,BUF,5,New Jersey Devils,NJD,2
2023-24,3/28/2024,COL vs NYR,202403280COL,Colorado Avalanche,COL,2,New York Rangers,NYR,2
2023-24,3/28/2024,FLA vs NYI,202403280FLA,Florida Panthers,FLA,2,New York Islanders,NYI,3
2023-24,3/28/2024,VAN vs DAL,202403280VAN,Vancouver Canucks,VAN,1,Dallas Stars,DAL,3
2023-24,3/28/2024,WPG vs VEG,202403280WPG,Winnipeg Jets,WPG,1,Vegas Golden Knights,VEG,4
2023-24,3/28/2024,ARI vs NSH,202403280ARI,Arizona Coyotes,ARI,8,Nashville Predators,NSH,4
2023-24,3/28/2024,CAR vs DET,202403280CAR,Carolina Hurricanes,CAR,4,Detroit Red Wings,DET,0
2023-24,3/28/2024,EDM vs LAK,202403280EDM,Edmonton Oilers,EDM,4,Los Angeles Kings,LAK,1
2023-24,3/28/2024,MIN vs SJS,202403280MIN,Minnesota Wild,MIN,3,San Jose Sharks,SJS,1
2023-24,3/28/2024,MTL vs PHI,202403280MTL,Montreal Canadiens,MTL,4,Philadelphia Flyers,PHI,1
2023-24,3/28/2024,TOR vs WSH,202403280TOR,Toronto Maple Leafs,TOR,5,Washington Capitals,WSH,1
2023-24,3/28/2024,OTT vs CHI,202403280OTT,Ottawa Senators,OTT,2,Chicago Blackhawks,CHI,0
2023-24,3/28/2024,PIT vs CBJ,202403280PIT,Pittsburgh Penguins,PIT,3,Columbus Blue Jackets,CBJ,2
2023-24,3/28/2024,SEA vs ANA,202403280SEA,Seattle Kraken,SEA,4,Anaheim Ducks,ANA,2
2023-24,3/28/2024,STL vs CGY,202403280STL,St. Louis Blues,STL,5,Calgary Flames,CGY,3
2023-24,3/27/2024,BUF vs OTT,202403270BUF,Buffalo Sabres,BUF,2,Ottawa Senators,OTT,6
2023-24,3/27/2024,TBL vs BOS,202403270TBL,Tampa Bay Lightning,TBL,3,Boston Bruins,BOS,1
2023-24,3/26/2024,COL vs MTL,202403260COL,Colorado Avalanche,COL,1,Montreal Canadiens,MTL,2
2023-24,3/26/2024,FLA vs BOS,202403260FLA,Florida Panthers,FLA,3,Boston Bruins,BOS,4
2023-24,3/26/2024,SJS vs DAL,202403260SJS,San Jose Sharks,SJS,3,Dallas Stars,DAL,6
2023-24,3/26/2024,TOR vs NJD,202403260TOR,Toronto Maple Leafs,TOR,3,New Jersey Devils,NJD,6
2023-24,3/26/2024,WPG vs EDM,202403260WPG,Winnipeg Jets,WPG,3,Edmonton Oilers,EDM,4
2023-24,3/26/2024,ARI vs CBJ,202403260ARI,Arizona Coyotes,ARI,6,Columbus Blue Jackets,CBJ,2
2023-24,3/26/2024,NSH vs VEG,202403260NSH,Nashville Predators,NSH,5,Vegas Golden Knights,VEG,4
2023-24,3/26/2024,NYR vs PHI,202403260NYR,New York Rangers,NYR,6,Philadelphia Flyers,PHI,5
2023-24,3/26/2024,CHI vs CGY,202403260CHI,Chicago Blackhawks,CHI,3,Calgary Flames,CGY,1
2023-24,3/26/2024,PIT vs CAR,202403260PIT,Pittsburgh Penguins,PIT,4,Carolina Hurricanes,CAR,1
2023-24,3/26/2024,SEA vs ANA,202403260SEA,Seattle Kraken,SEA,4,Anaheim Ducks,ANA,0
2023-24,3/26/2024,WSH vs DET,202403260WSH,Washington Capitals,WSH,4,Detroit Red Wings,DET,3
2023-24,3/25/2024,STL vs VEG,202403250STL,St. Louis Blues,STL,1,Vegas Golden Knights,VEG,2
2023-24,3/25/2024,VAN vs LAK,202403250VAN,Vancouver Canucks,VAN,2,Los Angeles Kings,LAK,3
2023-24,3/24/2024,ANA vs TBL,202403240ANA,Anaheim Ducks,ANA,2,Tampa Bay Lightning,TBL,3
2023-24,3/24/2024,ARI vs DAL,202403240ARI,Arizona Coyotes,ARI,2,Dallas Stars,DAL,4
2023-24,3/24/2024,CGY vs BUF,202403240CGY,Calgary Flames,CGY,1,Buffalo Sabres,BUF,4
2023-24,3/24/2024,NYI vs NJD,202403240NYI,New York Islanders,NYI,0,New Jersey Devils,NJD,4
2023-24,3/24/2024,PHI vs FLA,202403240PHI,Philadelphia Flyers,PHI,1,Florida Panthers,FLA,4
2023-24,3/24/2024,SEA vs MTL,202403240SEA,Seattle Kraken,SEA,1,Montreal Canadiens,MTL,5
2023-24,3/24/2024,CAR vs TOR,202403240CAR,Carolina Hurricanes,CAR,2,Toronto Maple Leafs,TOR,1
2023-24,3/24/2024,COL vs PIT,202403240COL,Colorado Avalanche,COL,5,Pittsburgh Penguins,PIT,4
2023-24,3/24/2024,OTT vs EDM,202403240OTT,Ottawa Senators,OTT,5,Edmonton Oilers,EDM,3
2023-24,3/24/2024,WSH vs WPG,202403240WSH,Washington Capitals,WSH,3,Winnipeg Jets,WPG,0
2023-24,3/23/2024,MIN vs STL,202403230MIN,Minnesota Wild,MIN,4,St. Louis Blues,STL,5
2023-24,3/23/2024,NJD vs OTT,202403230NJD,New Jersey Devils,NJD,2,Ottawa Senators,OTT,5
2023-24,3/23/2024,SJS vs CHI,202403230SJS,San Jose Sharks,SJS,4,Chicago Blackhawks,CHI,5
2023-24,3/23/2024,LAK vs TBL,202403230LAK,Los Angeles Kings,LAK,4,Tampa Bay Lightning,TBL,3
2023-24,3/23/2024,NYI vs WPG,202403230NYI,New York Islanders,NYI,6,Winnipeg Jets,WPG,3
2023-24,3/23/2024,NSH vs DET,202403230NSH,Nashville Predators,NSH,1,Detroit Red Wings,DET,0
2023-24,3/23/2024,NYR vs FLA,202403230NYR,New York Rangers,NYR,3,Florida Panthers,FLA,3
2023-24,3/23/2024,PHI vs BOS,202403230PHI,Philadelphia Flyers,PHI,3,Boston Bruins,BOS,2
2023-24,3/23/2024,TOR vs EDM,202403230TOR,Toronto Maple Leafs,TOR,6,Edmonton Oilers,EDM,3
2023-24,3/23/2024,VAN vs CGY,202403230VAN,Vancouver Canucks,VAN,4,Calgary Flames,CGY,2
2023-24,3/23/2024,VEG vs CBJ,202403230VEG,Vegas Golden Knights,VEG,4,Columbus Blue Jackets,CBJ,2
2023-24,3/22/2024,ARI vs SEA,202403220ARI,Arizona Coyotes,ARI,2,Seattle Kraken,SEA,1
2023-24,3/22/2024,DAL vs PIT,202403220DAL,Dallas Stars,DAL,4,Pittsburgh Penguins,PIT,2
2023-24,3/22/2024,COL vs CBJ,202403220COL,Colorado Avalanche,COL,6,Columbus Blue Jackets,CBJ,1
2023-24,3/22/2024,WSH vs CAR,202403220WSH,Washington Capitals,WSH,6,Carolina Hurricanes,CAR,6
2023-24,3/21/2024,BOS vs NYR,202403210BOS,Boston Bruins,BOS,2,New York Rangers,NYR,5
2023-24,3/21/2024,FLA vs NSH,202403210FLA,Florida Panthers,FLA,0,Nashville Predators,NSH,3
2023-24,3/21/2024,OTT vs STL,202403210OTT,Ottawa Senators,OTT,2,St. Louis Blues,STL,5
2023-24,3/21/2024,SJS vs TBL,202403210SJS,San Jose Sharks,SJS,1,Tampa Bay Lightning,TBL,4
2023-24,3/21/2024,ANA vs CHI,202403210ANA,Anaheim Ducks,ANA,4,Chicago Blackhawks,CHI,0
2023-24,3/21/2024,CAR vs PHI,202403210CAR,Carolina Hurricanes,CAR,3,Philadelphia Flyers,PHI,2
2023-24,3/21/2024,DET vs NYI,202403210DET,Detroit Red Wings,DET,6,New York Islanders,NYI,3
2023-24,3/21/2024,NJD vs WPG,202403210NJD,New Jersey Devils,NJD,4,Winnipeg Jets,WPG,1
2023-24,3/21/2024,EDM vs BUF,202403210EDM,Edmonton Oilers,EDM,8,Buffalo Sabres,BUF,3
2023-24,3/21/2024,VAN vs MTL,202403210VAN,Vancouver Canucks,VAN,4,Montreal Canadiens,MTL,1
2023-24,3/21/2024,VEG vs SEA,202403210VEG,Vegas Golden Knights,VEG,3,Seattle Kraken,SEA,1
2023-24,3/20/2024,WSH vs TOR,202403200WSH,Washington Capitals,WSH,3,Toronto Maple Leafs,TOR,7
2023-24,3/20/2024,LAK vs MIN,202403200LAK,Los Angeles Kings,LAK,6,Minnesota Wild,MIN,0
